102 416 4
77 78 5 4161
77 86 6 4161
77 87 1 4161
77 88 6 4161
78 77 5 4161
78 79 9 4161
78 87 10 4161
78 88 4 4161
78 89 4 4161
79 78 8 4161
79 80 7 4161
79 88 4 4161
79 89 9 4161
79 90 1 4161
80 79 5 4161
80 81 1 4161
80 89 5 4161
80 90 4 4161
80 91 3 4161
81 80 1 4161
81 90 5 4161
81 91 8 4161
82 83 5 4161
82 92 8 4161
82 93 9 4161
83 82 4 4161
83 84 7 4161
83 92 1 4161
83 93 3 4161
83 94 4 4161
84 83 1 4161
84 85 1 4161
84 93 4 4161
84 94 1 4161
84 95 7 4161
85 84 1 4161
85 86 5 4161
85 94 1 4161
85 95 8 4161
85 96 10 4161
86 85 7 4161
86 87 5 4161
86 95 4 4161
86 96 4 4161
86 97 3 4161
87 86 3 4161
87 88 5 4161
87 96 8 4161
87 97 3 4161
87 98 3 4161
88 87 7 4161
88 89 6 4161
88 97 2 4161
88 98 3 4161
88 99 3 4161
89 88 1 4161
89 90 1 4161
89 98 9 4161
89 99 9 4161
89 100 3 4161
90 89 2 4161
90 91 6 4161
90 99 1 4161
90 100 4 4161
90 101 8 4161
91 90 7 4161
91 100 5 4161
91 101 10 4161
92 102 9 4161
93 102 1 4161
94 102 2 4161
95 102 6 4161
96 102 3 4161
97 102 3 4161
98 102 10 4161
99 102 4 4161
100 102 5 4161
101 102 6 4161
