102 416 4
78 79 6 7
78 87 1 7
78 88 7 8
78 89 10 4
79 78 3 4
79 80 7 5
79 88 3 1
79 89 8 2
79 90 10 9
80 79 6 1
80 81 7 3
80 89 4 2
80 90 2 10
80 91 1 2
81 80 5 9
81 90 9 5
81 91 10 6
82 83 4 3
82 92 4 9
82 93 9 1
83 82 4 5
83 84 3 2
83 92 1 3
83 93 2 2
83 94 6 3
84 83 2 5
84 85 2 6
84 93 7 10
84 94 6 3
84 95 2 9
85 84 8 9
85 86 5 1
85 94 9 9
85 95 2 2
85 96 9 3
86 85 6 1
86 87 10 5
86 95 10 9
86 96 2 5
86 97 8 6
87 86 4 9
87 88 3 9
87 96 1 10
87 97 4 9
87 98 8 9
88 87 3 7
88 89 9 5
88 97 7 8
88 98 8 6
88 99 7 7
89 88 9 5
89 90 1 2
89 98 3 3
89 99 2 1
89 100 9 1
90 89 9 9
90 91 2 4
90 99 3 7
90 100 10 10
90 101 6 2
91 90 6 10
91 100 1 8
91 101 4 2
92 102 1 10
93 102 2 7
94 102 1 2
95 102 8 8
96 102 5 5
97 102 3 2
98 102 9 10
99 102 8 3
100 102 2 8
101 102 4 1
