227 996 7
98 97 13 18
98 99 10 46
98 112 26 11
98 113 40 4
98 114 39 4
99 98 39 35
99 100 19 26
99 113 37 47
99 114 25 18
99 115 47 43
100 99 30 26
100 101 37 22
100 114 50 8
100 115 43 43
100 116 10 42
101 100 5 12
101 102 35 31
101 115 45 20
101 116 23 36
101 117 47 33
102 101 50 12
102 103 48 31
102 116 43 7
102 117 24 19
102 118 29 13
103 102 2 13
103 104 27 40
103 117 24 47
103 118 34 40
103 119 29 49
104 103 33 22
104 105 1 18
104 118 10 34
104 119 39 30
104 120 11 21
105 104 40 26
105 106 48 23
105 119 45 12
105 120 38 18
105 121 7 34
106 105 8 18
106 120 16 3
106 121 1 24
107 108 32 47
107 122 4 4
107 123 4 5
108 107 28 19
108 109 28 31
108 122 26 11
108 123 13 13
108 124 24 41
109 108 21 24
109 110 29 1
109 123 36 18
109 124 15 5
109 125 35 10
110 109 45 28
110 111 24 30
110 124 29 30
110 125 6 25
110 126 6 12
111 110 26 8
111 112 10 38
111 125 50 45
111 126 24 28
111 127 37 25
112 111 38 38
112 113 46 16
112 126 29 45
112 127 35 40
112 128 4 10
113 112 2 48
113 114 9 27
113 127 31 39
113 128 48 34
113 129 8 39
114 113 35 44
114 115 29 23
114 128 38 41
114 129 13 41
114 130 45 11
115 114 18 49
115 116 46 7
115 129 26 33
115 130 17 37
115 131 3 42
116 115 25 42
116 117 37 15
116 130 46 44
116 131 7 42
116 132 38 24
117 116 41 36
117 118 13 35
117 131 27 39
117 132 24 6
117 133 46 44
118 117 21 18
118 119 35 1
118 132 45 40
118 133 16 22
118 134 20 28
119 118 28 15
119 120 27 43
119 133 11 41
119 134 9 39
119 135 12 11
120 119 12 9
120 121 8 19
120 134 47 20
120 135 5 12
120 136 18 19
121 120 19 46
121 135 29 10
121 136 50 45
122 123 3 4
122 137 38 24
122 138 18 23
123 122 47 7
123 124 5 24
123 137 36 30
123 138 49 26
123 139 32 30
124 123 24 35
124 125 36 42
124 138 16 23
124 139 15 11
124 140 16 16
125 124 4 3
125 126 46 41
125 139 22 15
125 140 11 27
125 141 18 28
126 125 45 18
126 127 34 27
126 140 4 6
126 141 44 22
126 142 28 4
127 126 38 22
127 128 30 35
127 141 24 18
127 142 31 50
127 143 45 2
128 127 49 31
128 129 3 41
128 142 10 43
128 143 21 21
128 144 4 31
129 128 49 29
129 130 4 22
129 143 46 1
129 144 39 29
129 145 23 16
130 129 23 13
130 131 10 38
130 144 44 32
130 145 26 2
130 146 14 33
131 130 18 25
131 132 30 3
131 145 36 48
131 146 5 26
131 147 11 50
132 131 23 12
132 133 2 44
132 146 7 32
132 147 33 21
132 148 48 13
133 132 13 33
133 134 1 11
133 147 45 3
133 148 13 46
133 149 50 36
134 133 44 14
134 135 45 33
134 148 7 8
134 149 1 34
134 150 39 25
135 134 25 43
135 136 38 33
135 149 27 20
135 150 45 21
135 151 41 12
136 135 30 9
136 150 17 33
136 151 40 20
137 138 7 12
137 152 30 5
137 153 32 33
138 137 16 11
138 139 13 28
138 152 25 46
138 153 23 41
138 154 39 15
139 138 4 8
139 140 7 1
139 153 21 41
139 154 31 48
139 155 29 11
140 139 31 39
140 141 35 39
140 154 36 45
140 155 10 48
140 156 48 35
141 140 15 33
141 142 46 34
141 155 35 27
141 156 34 49
141 157 46 4
142 141 11 43
142 143 14 34
142 156 26 22
142 157 39 25
142 158 40 1
143 142 50 21
143 144 33 47
143 157 13 11
143 158 31 45
143 159 10 49
144 143 7 27
144 145 18 19
144 158 38 38
144 159 31 16
144 160 30 10
145 144 14 35
145 146 30 43
145 159 42 34
145 160 13 8
145 161 2 3
146 145 25 50
146 147 26 47
146 160 49 43
146 161 4 29
146 162 1 24
147 146 38 37
147 148 17 7
147 161 35 39
147 162 31 47
147 163 17 40
148 147 4 11
148 149 18 43
148 162 7 40
148 163 34 4
148 164 44 49
149 148 23 11
149 150 8 44
149 163 41 20
149 164 18 38
149 165 45 12
150 149 36 22
150 151 48 42
150 164 38 22
150 165 9 47
150 166 26 2
151 150 32 25
151 165 28 11
151 166 4 19
152 153 31 2
152 167 2 46
152 168 13 12
153 152 33 3
153 154 27 43
153 167 30 4
153 168 37 19
153 169 7 49
154 153 29 50
154 155 44 50
154 168 49 46
154 169 36 11
154 170 19 36
155 154 37 7
155 156 3 40
155 169 12 12
155 170 45 13
155 171 6 2
156 155 20 43
156 157 27 11
156 170 15 30
156 171 8 50
156 172 33 1
157 156 10 42
157 158 10 1
157 171 7 35
157 172 34 30
157 173 42 28
158 157 29 32
158 159 24 34
158 172 41 22
158 173 14 40
158 174 37 5
159 158 49 17
159 160 34 22
159 173 32 31
159 174 22 36
159 175 42 21
160 159 26 9
160 161 39 9
160 174 10 2
160 175 11 46
160 176 16 40
161 160 10 50
161 162 22 40
161 175 48 26
161 176 43 45
161 177 17 42
162 161 46 25
162 163 46 36
162 176 39 37
162 177 32 14
162 178 44 2
163 162 40 14
163 164 14 7
163 177 33 31
163 178 11 41
163 179 29 31
164 163 42 18
164 165 1 13
164 178 33 32
164 179 19 41
164 180 8 37
165 164 13 21
165 166 14 18
165 179 10 39
165 180 45 11
165 181 27 36
166 165 26 46
166 180 1 10
166 181 10 9
167 168 36 30
167 182 34 6
167 183 35 43
168 167 16 2
168 169 11 37
168 182 47 44
168 183 27 29
168 184 30 47
169 168 40 21
169 170 3 8
169 183 41 21
169 184 41 42
169 185 32 4
170 169 46 44
170 171 42 43
170 184 20 5
170 185 23 30
170 186 34 29
171 170 9 49
171 172 45 40
171 185 49 34
171 186 50 14
171 187 44 39
172 171 3 14
172 173 39 13
172 186 24 30
172 187 3 49
172 188 31 49
173 172 5 7
173 174 11 50
173 187 15 27
173 188 5 17
173 189 16 14
174 173 12 43
174 175 26 26
174 188 32 32
174 189 10 12
174 190 22 50
175 174 9 28
175 176 10 24
175 189 19 16
175 190 22 3
175 191 31 13
176 175 5 17
176 177 26 34
176 190 40 10
176 191 17 17
176 192 45 16
177 176 20 10
177 178 1 47
177 191 29 36
177 192 14 4
177 193 36 9
178 177 7 4
178 179 37 46
178 192 13 2
178 193 49 24
178 194 35 50
179 178 36 46
179 180 48 26
179 193 7 12
179 194 40 12
179 195 9 29
180 179 33 44
180 181 43 27
180 194 37 20
180 195 39 18
180 196 50 24
181 180 41 24
181 195 7 29
181 196 15 37
182 183 27 12
182 197 46 17
182 198 50 15
183 182 1 39
183 184 8 9
183 197 21 3
183 198 22 13
183 199 7 12
184 183 39 38
184 185 49 9
184 198 42 12
184 199 32 15
184 200 29 42
185 184 19 25
185 186 2 38
185 199 40 14
185 200 7 5
185 201 6 41
186 185 21 5
186 187 1 41
186 200 13 11
186 201 19 5
186 202 40 10
187 186 13 8
187 188 2 2
187 201 2 50
187 202 17 42
187 203 28 33
188 187 49 25
188 189 40 17
188 202 11 11
188 203 23 21
188 204 35 40
189 188 35 21
189 190 2 19
189 203 1 23
189 204 5 48
189 205 8 18
190 189 12 12
190 191 4 29
190 204 23 3
190 205 46 14
190 206 9 11
191 190 5 22
191 192 33 30
191 205 30 39
191 206 50 25
191 207 19 47
192 191 18 44
192 193 9 24
192 206 50 19
192 207 33 43
192 208 28 11
193 192 9 50
193 194 41 3
193 207 25 39
193 208 3 22
193 209 4 35
194 193 14 42
194 195 21 26
194 208 18 18
194 209 25 8
194 210 27 19
195 194 26 47
195 196 50 4
195 209 42 15
195 210 10 6
195 211 36 19
196 195 10 48
196 210 47 5
196 211 3 45
197 198 44 44
197 212 14 31
197 213 1 29
198 197 33 6
198 199 25 8
198 212 6 3
198 213 8 33
198 214 9 30
199 198 27 48
199 200 46 12
199 213 48 18
199 214 2 10
199 215 48 50
200 199 47 48
200 201 23 11
200 214 25 8
200 215 22 27
200 216 43 11
201 200 38 32
201 202 12 10
201 215 9 9
201 216 47 5
201 217 14 38
202 201 30 19
202 203 16 37
202 216 14 45
202 217 11 29
202 218 17 19
203 202 24 26
203 204 27 41
203 217 10 7
203 218 2 42
203 219 12 49
204 203 39 34
204 205 12 13
204 218 44 49
204 219 15 40
204 220 9 3
205 204 23 24
205 206 37 21
205 219 13 48
205 220 8 36
205 221 32 44
206 205 20 9
206 207 45 10
206 220 40 12
206 221 33 45
206 222 15 15
207 206 3 33
207 208 40 26
207 221 18 39
207 222 22 21
207 223 36 14
208 207 48 11
208 209 50 7
208 222 12 44
208 223 12 40
208 224 39 49
209 208 23 18
209 210 29 36
209 223 36 4
209 224 43 3
209 225 2 5
210 209 18 42
210 211 36 18
210 224 5 34
210 225 9 27
210 226 1 17
211 210 38 3
211 225 37 4
211 226 14 39
212 227 41 45
213 227 30 44
214 227 41 12
215 227 35 15
216 227 28 19
217 227 22 50
218 227 10 48
219 227 9 11
220 227 48 12
221 227 39 30
222 227 4 28
223 227 11 38
224 227 22 19
225 227 39 14
226 227 33 27
