102 416 4
60 59 1 3
60 61 2 5
60 69 9 10
60 70 6 3
60 71 9 19
61 60 2 9
61 70 2 17
61 71 10 19
62 63 6 4
62 72 2 4
62 73 1 20
63 62 3 7
63 64 9 11
63 72 10 5
63 73 8 12
63 74 9 19
64 63 4 5
64 65 9 12
64 73 2 14
64 74 10 14
64 75 6 7
65 64 5 16
65 66 2 1
65 74 8 2
65 75 1 5
65 76 6 17
66 65 9 19
66 67 3 11
66 75 3 4
66 76 1 13
66 77 10 6
67 66 5 19
67 68 8 6
67 76 9 8
67 77 6 4
67 78 5 1
68 67 5 8
68 69 2 5
68 77 7 8
68 78 3 14
68 79 2 10
69 68 3 13
69 70 5 5
69 78 2 6
69 79 1 6
69 80 1 5
70 69 9 13
70 71 6 12
70 79 5 11
70 80 10 5
70 81 2 5
71 70 1 12
71 80 7 3
71 81 5 6
72 73 1 18
72 82 5 3
72 83 10 1
73 72 6 15
73 74 6 11
73 82 4 10
73 83 9 1
73 84 1 1
74 73 7 14
74 75 7 5
74 83 2 10
74 84 9 13
74 85 4 6
75 74 2 14
75 76 2 6
75 84 5 16
75 85 8 16
75 86 10 16
76 75 9 3
76 77 7 10
76 85 2 20
76 86 1 12
76 87 7 6
77 76 9 16
77 78 10 2
77 86 1 4
77 87 1 15
77 88 9 17
78 77 8 14
78 79 10 12
78 87 6 18
78 88 2 2
78 89 10 13
79 78 1 9
79 80 10 10
79 88 5 6
79 89 6 13
79 90 3 12
80 79 8 16
80 81 8 18
80 89 2 12
80 90 1 3
80 91 6 7
81 80 3 13
81 90 1 9
81 91 8 15
82 83 2 7
82 92 7 20
82 93 5 10
83 82 6 14
83 84 8 2
83 92 5 2
83 93 6 5
83 94 3 16
84 83 2 19
84 85 3 8
84 93 6 13
84 94 9 14
84 95 3 2
85 84 4 6
85 86 10 10
85 94 2 7
85 95 7 5
85 96 6 17
86 85 8 14
86 87 4 2
86 95 6 9
86 96 1 1
86 97 9 18
87 86 5 2
87 88 6 18
87 96 2 14
87 97 9 5
87 98 9 9
88 87 2 18
88 89 7 1
88 97 8 13
88 98 9 2
88 99 9 14
89 88 4 12
89 90 10 20
89 98 10 4
89 99 10 4
89 100 7 18
90 89 2 6
90 91 9 11
90 99 7 4
90 100 7 11
90 101 2 17
91 90 8 7
91 100 4 16
91 101 9 6
92 102 3 19
93 102 9 7
94 102 2 14
95 102 7 20
96 102 2 5
97 102 1 11
98 102 2 12
99 102 10 16
100 102 4 6
101 102 7 17
