227 996 7
30 45 24 5
30 46 45 2
31 30 31 2
31 45 40 2
31 46 10 1
32 33 31 4
32 47 13 1
32 48 13 2
33 32 17 5
33 34 4 5
33 47 35 5
33 48 11 3
33 49 31 2
34 33 13 2
34 35 6 5
34 48 27 4
34 49 25 2
34 50 27 2
35 34 46 5
35 36 10 4
35 49 1 5
35 50 9 5
35 51 40 5
36 35 42 3
36 37 3 5
36 50 23 3
36 51 11 3
36 52 46 1
37 36 6 3
37 38 43 3
37 51 47 1
37 52 1 3
37 53 30 3
38 37 20 1
38 39 12 1
38 52 17 1
38 53 33 1
38 54 29 1
39 38 21 5
39 40 32 5
39 53 7 2
39 54 16 5
39 55 10 4
40 39 24 4
40 41 34 1
40 54 33 1
40 55 28 2
40 56 31 1
41 40 2 1
41 42 38 3
41 55 25 2
41 56 10 2
41 57 19 1
42 41 34 2
42 43 32 5
42 56 50 1
42 57 32 5
42 58 12 5
43 42 39 5
43 44 13 3
43 57 12 4
43 58 13 4
43 59 42 2
44 43 2 2
44 45 19 2
44 58 21 3
44 59 43 4
44 60 12 5
45 44 19 1
45 46 17 1
45 59 30 1
45 60 5 1
45 61 5 2
46 45 23 5
46 60 30 4
46 61 9 4
47 48 9 5
47 62 3 3
47 63 37 5
48 47 7 1
48 49 42 2
48 62 26 3
48 63 38 1
48 64 26 4
49 48 3 5
49 50 33 1
49 63 50 3
49 64 21 2
49 65 31 1
50 49 28 5
50 51 15 2
50 64 3 5
50 65 42 4
50 66 16 2
51 50 1 2
51 52 4 1
51 65 49 1
51 66 2 3
51 67 50 1
52 51 38 3
52 53 47 3
52 66 24 3
52 67 19 1
52 68 24 5
53 52 38 4
53 54 18 5
53 67 36 1
53 68 36 1
53 69 35 1
54 53 40 5
54 55 36 2
54 68 7 3
54 69 40 5
54 70 18 2
55 54 32 2
55 56 3 5
55 69 48 2
55 70 39 2
55 71 47 3
56 55 49 2
56 57 18 1
56 70 20 3
56 71 11 5
56 72 36 1
57 56 29 2
57 58 33 3
57 71 9 3
57 72 47 2
57 73 45 2
58 57 26 2
58 59 37 4
58 72 26 2
58 73 4 3
58 74 5 2
59 58 32 4
59 60 44 2
59 73 25 5
59 74 12 4
59 75 9 5
60 59 25 4
60 61 29 5
60 74 46 2
60 75 25 1
60 76 42 3
61 60 7 2
61 75 2 5
61 76 37 3
62 63 43 4
62 77 40 4
62 78 32 5
63 62 5 4
63 64 32 5
63 77 50 4
63 78 22 2
63 79 14 5
64 63 25 1
64 65 25 3
64 78 17 5
64 79 8 1
64 80 34 1
65 64 46 4
65 66 42 3
65 79 30 4
65 80 17 2
65 81 8 1
66 65 5 4
66 67 19 4
66 80 42 3
66 81 13 1
66 82 43 4
67 66 42 2
67 68 14 3
67 81 12 4
67 82 46 3
67 83 24 2
68 67 15 1
68 69 1 2
68 82 33 2
68 83 12 5
68 84 15 2
69 68 34 2
69 70 9 4
69 83 44 1
69 84 13 4
69 85 1 2
70 69 42 4
70 71 6 1
70 84 34 5
70 85 24 4
70 86 42 1
71 70 13 3
71 72 48 2
71 85 1 5
71 86 38 3
71 87 3 1
72 71 32 1
72 73 9 1
72 86 20 1
72 87 27 4
72 88 47 3
73 72 47 4
73 74 28 5
73 87 28 1
73 88 24 5
73 89 6 1
74 73 41 2
74 75 17 2
74 88 4 2
74 89 15 4
74 90 48 2
75 74 43 4
75 76 27 3
75 89 37 3
75 90 5 2
75 91 47 5
76 75 30 1
76 90 48 4
76 91 40 3
77 78 1 4
77 92 31 2
77 93 46 5
78 77 40 5
78 79 26 5
78 92 8 5
78 93 25 3
78 94 36 5
79 78 36 5
79 80 45 4
79 93 43 4
79 94 44 1
79 95 3 3
80 79 31 5
80 81 26 5
80 94 24 2
80 95 40 4
80 96 28 1
81 80 49 1
81 82 19 3
81 95 19 4
81 96 33 4
81 97 34 2
82 81 4 3
82 83 19 2
82 96 2 5
82 97 17 4
82 98 27 2
83 82 1 1
83 84 46 4
83 97 32 1
83 98 48 5
83 99 35 1
84 83 45 3
84 85 25 2
84 98 20 3
84 99 15 3
84 100 27 2
85 84 11 3
85 86 38 4
85 99 13 2
85 100 13 3
85 101 21 4
86 85 35 1
86 87 39 3
86 100 31 4
86 101 31 5
86 102 9 3
87 86 13 2
87 88 8 4
87 101 45 1
87 102 38 4
87 103 19 4
88 87 27 5
88 89 21 5
88 102 30 2
88 103 26 4
88 104 14 3
89 88 29 5
89 90 21 2
89 103 41 2
89 104 1 2
89 105 14 2
90 89 24 5
90 91 43 1
90 104 5 2
90 105 35 1
90 106 19 4
91 90 46 5
91 105 29 5
91 106 2 5
92 93 16 4
92 107 48 4
92 108 26 5
93 92 36 3
93 94 14 1
93 107 10 1
93 108 22 3
93 109 27 4
94 93 28 5
94 95 20 4
94 108 4 4
94 109 49 4
94 110 48 3
95 94 20 2
95 96 14 3
95 109 22 1
95 110 36 2
95 111 35 1
96 95 28 3
96 97 13 4
96 110 16 1
96 111 31 4
96 112 32 5
97 96 6 1
97 98 45 4
97 111 44 4
97 112 4 3
97 113 20 2
98 97 37 4
98 99 35 2
98 112 6 4
98 113 26 5
98 114 48 4
99 98 33 5
99 100 6 1
99 113 14 2
99 114 16 2
99 115 11 5
100 99 35 1
100 101 47 1
100 114 39 3
100 115 49 1
100 116 18 5
101 100 3 5
101 102 20 4
101 115 50 3
101 116 19 1
101 117 43 1
102 101 39 3
102 103 10 4
102 116 12 1
102 117 24 5
102 118 12 4
103 102 41 5
103 104 3 4
103 117 17 3
103 118 32 4
103 119 29 4
104 103 1 5
104 105 48 2
104 118 9 2
104 119 13 2
104 120 20 1
105 104 47 3
105 106 22 2
105 119 50 1
105 120 15 4
105 121 46 5
106 105 29 1
106 120 34 1
106 121 41 5
107 108 10 1
107 122 8 2
107 123 13 2
108 107 29 1
108 109 24 2
108 122 28 5
108 123 10 1
108 124 23 4
109 108 17 1
109 110 28 1
109 123 5 1
109 124 28 4
109 125 36 5
110 109 24 4
110 111 9 1
110 124 10 1
110 125 47 4
110 126 49 3
111 110 7 2
111 112 43 1
111 125 22 4
111 126 27 1
111 127 11 1
112 111 7 5
112 113 10 2
112 126 20 4
112 127 39 1
112 128 7 5
113 112 34 4
113 114 34 5
113 127 9 1
113 128 39 3
113 129 43 5
114 113 28 4
114 115 36 3
114 128 15 1
114 129 19 2
114 130 29 5
115 114 19 4
115 116 29 1
115 129 14 4
115 130 11 4
115 131 32 2
116 115 24 2
116 117 15 4
116 130 12 2
116 131 12 3
116 132 30 4
117 116 43 1
117 118 12 1
117 131 3 1
117 132 35 5
117 133 42 2
118 117 14 3
118 119 45 2
118 132 5 3
118 133 11 4
118 134 13 3
119 118 17 4
119 120 10 5
119 133 29 1
119 134 31 1
119 135 26 2
120 119 33 3
120 121 22 4
120 134 41 5
120 135 36 5
120 136 6 4
121 120 31 1
121 135 45 4
121 136 32 5
122 123 7 5
122 137 19 5
122 138 23 5
123 122 13 5
123 124 18 3
123 137 43 5
123 138 26 1
123 139 22 4
124 123 23 3
124 125 31 4
124 138 2 4
124 139 41 4
124 140 33 2
125 124 10 4
125 126 32 3
125 139 1 1
125 140 6 1
125 141 8 4
126 125 32 3
126 127 48 3
126 140 15 5
126 141 10 3
126 142 11 3
127 126 16 1
127 128 21 1
127 141 39 3
127 142 13 4
127 143 35 2
128 127 20 5
128 129 19 2
128 142 15 1
128 143 36 3
128 144 32 4
129 128 2 4
129 130 28 5
129 143 45 4
129 144 32 5
129 145 4 5
130 129 14 2
130 131 26 2
130 144 13 2
130 145 30 2
130 146 41 4
131 130 34 2
131 132 27 4
131 145 12 2
131 146 12 2
131 147 40 1
132 131 24 5
132 133 17 1
132 146 14 5
132 147 10 3
132 148 43 1
133 132 16 3
133 134 19 5
133 147 50 1
133 148 15 4
133 149 35 2
134 133 4 5
134 135 4 1
134 148 16 4
134 149 3 1
134 150 5 2
135 134 47 4
135 136 49 4
135 149 44 3
135 150 44 1
135 151 45 2
136 135 4 4
136 150 35 2
136 151 23 2
137 138 14 3
137 152 6 4
137 153 18 3
138 137 10 3
138 139 47 1
138 152 45 4
138 153 41 4
138 154 39 4
139 138 15 2
139 140 5 4
139 153 28 5
139 154 7 2
139 155 23 3
140 139 22 2
140 141 17 2
140 154 1 5
140 155 14 4
140 156 8 3
141 140 26 5
141 142 26 4
141 155 26 4
141 156 26 5
141 157 15 5
142 141 37 4
142 143 41 2
142 156 10 4
142 157 43 3
142 158 17 2
143 142 12 3
143 144 31 5
143 157 19 4
143 158 38 4
143 159 25 4
144 143 1 1
144 145 6 1
144 158 37 2
144 159 49 3
144 160 47 2
145 144 49 5
145 146 38 4
145 159 20 4
145 160 18 1
145 161 41 2
146 145 41 4
146 147 44 4
146 160 40 4
146 161 22 4
146 162 14 1
147 146 36 2
147 148 11 5
147 161 29 1
147 162 28 1
147 163 35 3
148 147 29 4
148 149 34 5
148 162 41 3
148 163 39 4
148 164 37 4
149 148 42 3
149 150 37 1
149 163 19 5
149 164 39 4
149 165 31 5
150 149 29 4
150 151 41 3
150 164 41 3
150 165 49 2
150 166 13 1
151 150 19 3
151 165 24 1
151 166 7 1
152 153 14 1
152 167 12 2
152 168 45 5
153 152 32 5
153 154 18 5
153 167 31 3
153 168 21 2
153 169 34 3
154 153 1 2
154 155 48 4
154 168 24 4
154 169 15 2
154 170 10 5
155 154 21 3
155 156 2 1
155 169 13 2
155 170 6 2
155 171 1 4
156 155 15 1
156 157 34 2
156 170 44 4
156 171 9 1
156 172 29 3
157 156 4 4
157 158 14 3
157 171 45 5
157 172 10 3
157 173 24 2
158 157 6 1
158 159 11 4
158 172 17 5
158 173 32 4
158 174 29 2
159 158 9 3
159 160 18 5
159 173 24 3
159 174 41 3
159 175 3 3
160 159 26 2
160 161 11 4
160 174 17 4
160 175 34 4
160 176 18 2
161 160 39 4
161 162 5 2
161 175 41 4
161 176 50 1
161 177 3 4
162 161 1 5
162 163 36 5
162 176 42 4
162 177 14 2
162 178 36 2
163 162 31 4
163 164 25 4
163 177 9 5
163 178 14 3
163 179 21 4
164 163 43 4
164 165 31 4
164 178 18 4
164 179 41 3
164 180 28 3
165 164 40 3
165 166 1 1
165 179 35 4
165 180 12 5
165 181 50 4
166 165 8 4
166 180 30 2
166 181 26 5
167 168 40 2
167 182 6 2
167 183 25 5
168 167 42 5
168 169 3 1
168 182 35 5
168 183 44 2
168 184 29 1
169 168 22 3
169 170 8 4
169 183 2 5
169 184 19 1
169 185 29 2
170 169 15 1
170 171 28 2
170 184 46 2
170 185 35 5
170 186 28 3
171 170 9 1
171 172 44 4
171 185 17 4
171 186 46 5
171 187 12 3
172 171 27 5
172 173 3 5
172 186 28 1
172 187 30 2
172 188 32 3
173 172 22 2
173 174 20 2
173 187 45 2
173 188 35 1
173 189 6 5
174 173 7 5
174 175 26 2
174 188 2 4
174 189 47 1
174 190 33 4
175 174 49 2
175 176 5 2
175 189 12 4
175 190 3 4
175 191 37 4
176 175 31 2
176 177 13 4
176 190 26 2
176 191 46 2
176 192 18 1
177 176 5 4
177 178 33 4
177 191 40 2
177 192 46 2
177 193 8 3
178 177 23 5
178 179 19 3
178 192 3 2
178 193 40 5
178 194 26 4
179 178 36 1
179 180 33 1
179 193 6 1
179 194 20 2
179 195 17 3
180 179 35 5
180 181 27 2
180 194 39 2
180 195 18 2
180 196 24 3
181 180 33 5
181 195 43 4
181 196 43 1
182 183 33 5
182 197 16 4
182 198 31 3
183 182 40 1
183 184 8 5
183 197 14 3
183 198 41 1
183 199 32 2
184 183 33 3
184 185 38 1
184 198 49 2
184 199 39 3
184 200 33 2
185 184 12 3
185 186 33 4
185 199 6 3
185 200 43 3
185 201 45 4
186 185 44 3
186 187 44 4
186 200 11 3
186 201 35 4
186 202 40 1
187 186 9 4
187 188 18 1
187 201 1 4
187 202 8 1
187 203 7 4
188 187 10 3
188 189 14 1
188 202 46 1
188 203 17 5
188 204 34 2
189 188 39 5
189 190 31 1
189 203 38 3
189 204 24 1
189 205 4 2
190 189 43 5
190 191 27 4
190 204 27 4
190 205 14 1
190 206 5 3
191 190 7 3
191 192 21 2
191 205 11 4
191 206 3 5
191 207 12 4
192 191 22 2
192 193 46 5
192 206 38 2
192 207 48 2
192 208 27 1
193 192 36 3
193 194 37 1
193 207 48 2
193 208 37 5
193 209 32 1
194 193 48 2
194 195 1 4
194 208 6 5
194 209 45 3
194 210 19 4
195 194 30 2
195 196 40 3
195 209 36 2
195 210 26 2
195 211 30 1
196 195 38 2
196 210 47 4
196 211 29 1
197 198 50 3
197 212 6 1
197 213 6 2
198 197 6 1
198 199 39 5
198 212 29 4
198 213 3 2
198 214 8 1
199 198 12 1
199 200 29 1
199 213 6 1
199 214 11 4
199 215 43 3
200 199 29 2
200 201 29 2
200 214 25 2
200 215 21 5
200 216 28 3
201 200 21 2
201 202 40 2
201 215 37 1
201 216 18 1
201 217 15 4
202 201 39 2
202 203 23 5
202 216 37 4
202 217 11 1
202 218 44 4
203 202 27 2
203 204 43 1
203 217 37 2
203 218 3 2
203 219 9 4
204 203 29 3
204 205 8 2
204 218 14 5
204 219 15 5
204 220 7 1
205 204 44 5
205 206 12 1
205 219 6 1
205 220 4 2
205 221 27 5
206 205 18 3
206 207 30 2
206 220 49 3
206 221 32 2
206 222 27 5
207 206 30 3
207 208 41 1
207 221 1 2
207 222 22 4
207 223 22 2
208 207 23 2
208 209 3 2
208 222 21 2
208 223 30 4
208 224 33 5
209 208 10 4
209 210 12 5
209 223 7 4
209 224 30 1
209 225 34 1
210 209 32 4
210 211 22 5
210 224 28 2
210 225 27 5
210 226 20 3
211 210 18 5
211 225 11 4
211 226 43 3
212 227 18 3
213 227 47 4
214 227 19 4
215 227 34 1
216 227 27 3
217 227 5 3
218 227 15 5
219 227 48 2
220 227 33 1
221 227 39 4
222 227 22 3
223 227 15 3
224 227 30 2
225 227 2 1
226 227 25 2
