227 996 7
157 172 11 2
157 173 27 3
158 157 46 1
158 159 14 4
158 172 32 5
158 173 16 3
158 174 3 5
159 158 17 5
159 160 33 4
159 173 46 3
159 174 2 4
159 175 36 4
160 159 23 1
160 161 2 5
160 174 3 5
160 175 5 1
160 176 22 1
161 160 40 4
161 162 21 2
161 175 48 5
161 176 37 2
161 177 13 1
162 161 31 5
162 163 21 1
162 176 41 2
162 177 43 5
162 178 14 1
163 162 18 4
163 164 28 1
163 177 32 3
163 178 50 1
163 179 50 4
164 163 3 2
164 165 1 5
164 178 26 2
164 179 38 5
164 180 14 4
165 164 15 2
165 166 37 3
165 179 49 4
165 180 7 4
165 181 45 3
166 165 4 3
166 180 29 4
166 181 29 2
167 168 32 3
167 182 37 1
167 183 32 4
168 167 6 1
168 169 25 4
168 182 19 4
168 183 29 1
168 184 39 1
169 168 30 2
169 170 35 2
169 183 9 4
169 184 24 1
169 185 44 2
170 169 27 1
170 171 10 1
170 184 15 5
170 185 38 1
170 186 31 2
171 170 10 4
171 172 7 2
171 185 15 4
171 186 48 2
171 187 7 2
172 171 6 1
172 173 44 2
172 186 11 1
172 187 4 3
172 188 38 4
173 172 40 5
173 174 31 2
173 187 21 1
173 188 35 4
173 189 16 3
174 173 32 2
174 175 40 4
174 188 44 3
174 189 4 4
174 190 39 5
175 174 22 1
175 176 32 4
175 189 29 4
175 190 43 2
175 191 27 1
176 175 31 2
176 177 40 2
176 190 33 4
176 191 38 3
176 192 2 4
177 176 11 4
177 178 20 2
177 191 39 2
177 192 18 3
177 193 25 2
178 177 18 1
178 179 42 2
178 192 22 5
178 193 43 4
178 194 38 2
179 178 33 4
179 180 14 1
179 193 27 2
179 194 17 5
179 195 43 4
180 179 27 5
180 181 44 5
180 194 17 3
180 195 36 4
180 196 19 1
181 180 44 3
181 195 33 4
181 196 12 3
182 183 46 5
182 197 30 3
182 198 50 1
183 182 23 3
183 184 27 2
183 197 5 1
183 198 2 2
183 199 11 5
184 183 19 4
184 185 12 5
184 198 41 4
184 199 42 5
184 200 35 4
185 184 3 5
185 186 48 1
185 199 28 5
185 200 34 1
185 201 6 5
186 185 17 3
186 187 33 5
186 200 15 4
186 201 7 2
186 202 38 5
187 186 35 1
187 188 26 1
187 201 22 5
187 202 44 3
187 203 8 4
188 187 32 4
188 189 10 2
188 202 50 2
188 203 24 1
188 204 12 1
189 188 40 5
189 190 27 5
189 203 3 2
189 204 18 2
189 205 49 3
190 189 26 4
190 191 16 2
190 204 27 1
190 205 43 3
190 206 2 1
191 190 33 5
191 192 23 1
191 205 12 2
191 206 2 5
191 207 38 4
192 191 38 2
192 193 3 3
192 206 12 3
192 207 49 3
192 208 45 3
193 192 17 4
193 194 13 3
193 207 14 1
193 208 23 4
193 209 36 2
194 193 47 5
194 195 22 3
194 208 44 5
194 209 50 4
194 210 7 3
195 194 39 2
195 196 27 2
195 209 4 1
195 210 21 4
195 211 9 2
196 195 26 5
196 210 40 5
196 211 49 1
197 198 44 2
197 212 10 4
197 213 36 3
198 197 29 2
198 199 5 3
198 212 44 2
198 213 33 5
198 214 50 4
199 198 39 5
199 200 26 2
199 213 13 3
199 214 18 1
199 215 18 5
200 199 23 1
200 201 2 5
200 214 28 1
200 215 22 2
200 216 22 5
201 200 22 2
201 202 8 4
201 215 15 2
201 216 18 2
201 217 32 1
202 201 18 1
202 203 10 1
202 216 29 3
202 217 15 2
202 218 49 4
203 202 36 4
203 204 14 3
203 217 1 2
203 218 12 4
203 219 31 1
204 203 48 3
204 205 49 3
204 218 32 1
204 219 49 4
204 220 37 5
205 204 8 5
205 206 4 3
205 219 20 4
205 220 3 2
205 221 26 1
206 205 40 1
206 207 37 4
206 220 27 2
206 221 14 2
206 222 6 4
207 206 33 4
207 208 22 5
207 221 42 4
207 222 42 2
207 223 49 5
208 207 24 3
208 209 3 4
208 222 6 1
208 223 47 2
208 224 10 4
209 208 25 3
209 210 10 1
209 223 8 2
209 224 24 1
209 225 30 1
210 209 19 1
210 211 36 3
210 224 8 4
210 225 1 3
210 226 39 5
211 210 8 5
211 225 14 4
211 226 43 4
212 227 9 2
213 227 21 5
214 227 4 1
215 227 4 5
216 227 8 1
217 227 26 2
218 227 24 2
219 227 41 5
220 227 11 2
221 227 25 2
222 227 44 4
223 227 14 3
224 227 18 5
225 227 25 2
226 227 40 1
