102 416 3
53 52 10 6
53 54 5 7
53 62 10 5
53 63 1 8
53 64 6 7
54 53 5 10
54 55 1 1
54 63 4 2
54 64 10 9
54 65 2 9
55 54 3 4
55 56 9 2
55 64 1 3
55 65 1 5
55 66 4 7
56 55 3 10
56 57 9 6
56 65 10 8
56 66 9 8
56 67 1 6
57 56 4 5
57 58 4 2
57 66 1 4
57 67 3 9
57 68 1 8
58 57 2 6
58 59 9 9
58 67 4 4
58 68 3 8
58 69 4 10
59 58 8 8
59 60 8 2
59 68 4 6
59 69 8 7
59 70 6 1
60 59 4 6
60 61 8 7
60 69 3 7
60 70 6 10
60 71 4 6
61 60 3 5
61 70 2 1
61 71 9 9
62 63 3 6
62 72 6 3
62 73 10 7
63 62 4 9
63 64 8 10
63 72 7 7
63 73 3 3
63 74 7 8
64 63 5 8
64 65 1 7
64 73 9 2
64 74 6 5
64 75 6 8
65 64 6 10
65 66 3 1
65 74 3 5
65 75 10 1
65 76 2 2
66 65 8 7
66 67 9 2
66 75 4 4
66 76 8 3
66 77 7 2
67 66 5 10
67 68 6 9
67 76 1 3
67 77 8 4
67 78 8 2
68 67 3 7
68 69 1 9
68 77 8 10
68 78 4 6
68 79 7 5
69 68 3 8
69 70 3 6
69 78 2 10
69 79 7 2
69 80 1 4
70 69 2 3
70 71 1 3
70 79 3 1
70 80 1 3
70 81 5 7
71 70 4 10
71 80 5 7
71 81 9 2
72 73 2 5
72 82 6 1
72 83 5 4
73 72 2 10
73 74 10 4
73 82 3 4
73 83 1 10
73 84 10 2
74 73 10 7
74 75 5 6
74 83 10 6
74 84 5 4
74 85 9 5
75 74 3 1
75 76 6 4
75 84 8 3
75 85 7 9
75 86 1 1
76 75 1 8
76 77 2 1
76 85 3 5
76 86 5 10
76 87 7 9
77 76 6 3
77 78 9 3
77 86 8 4
77 87 7 8
77 88 8 7
78 77 9 1
78 79 3 2
78 87 2 7
78 88 9 8
78 89 7 10
79 78 9 6
79 80 8 10
79 88 7 2
79 89 3 4
79 90 3 10
80 79 7 3
80 81 1 10
80 89 1 6
80 90 2 3
80 91 5 9
81 80 9 4
81 90 7 2
81 91 4 9
82 83 6 8
82 92 4 7
82 93 1 5
83 82 2 7
83 84 6 3
83 92 2 9
83 93 7 4
83 94 1 5
84 83 10 7
84 85 10 5
84 93 2 4
84 94 7 1
84 95 2 6
85 84 4 9
85 86 10 3
85 94 8 10
85 95 10 5
85 96 10 2
86 85 4 7
86 87 7 5
86 95 9 5
86 96 2 8
86 97 6 9
87 86 4 6
87 88 3 8
87 96 5 6
87 97 9 2
87 98 4 5
88 87 3 10
88 89 2 6
88 97 3 7
88 98 3 8
88 99 1 4
89 88 6 10
89 90 9 4
89 98 9 10
89 99 9 8
89 100 10 7
90 89 2 8
90 91 5 4
90 99 5 10
90 100 2 4
90 101 5 10
91 90 9 3
91 100 3 3
91 101 1 5
92 102 6 10
93 102 6 8
94 102 10 2
95 102 4 1
96 102 6 6
97 102 6 5
98 102 7 3
99 102 1 5
100 102 4 9
101 102 4 5
