227 996 7
49 48 29 47
49 50 45 48
49 63 13 3
49 64 12 24
49 65 23 12
50 49 10 29
50 51 2 32
50 64 28 9
50 65 40 31
50 66 1 50
51 50 23 30
51 52 33 10
51 65 27 48
51 66 4 35
51 67 22 28
52 51 35 24
52 53 4 42
52 66 5 28
52 67 8 17
52 68 42 3
53 52 19 21
53 54 8 2
53 67 16 36
53 68 18 39
53 69 38 16
54 53 41 31
54 55 5 28
54 68 20 36
54 69 23 1
54 70 42 24
55 54 10 18
55 56 47 15
55 69 49 10
55 70 11 2
55 71 9 29
56 55 12 8
56 57 26 42
56 70 17 5
56 71 22 24
56 72 43 44
57 56 24 31
57 58 42 49
57 71 12 36
57 72 2 32
57 73 17 47
58 57 3 42
58 59 29 5
58 72 41 28
58 73 9 49
58 74 37 31
59 58 5 40
59 60 6 46
59 73 34 48
59 74 43 12
59 75 22 8
60 59 46 41
60 61 9 46
60 74 14 37
60 75 16 37
60 76 10 41
61 60 29 37
61 75 45 45
61 76 22 37
62 63 35 35
62 77 48 28
62 78 25 44
63 62 16 15
63 64 14 20
63 77 8 34
63 78 12 43
63 79 3 42
64 63 32 12
64 65 7 20
64 78 32 9
64 79 38 28
64 80 43 11
65 64 5 35
65 66 47 43
65 79 50 10
65 80 12 27
65 81 29 22
66 65 11 8
66 67 32 17
66 80 26 30
66 81 25 5
66 82 13 26
67 66 30 2
67 68 9 6
67 81 33 18
67 82 31 1
67 83 29 41
68 67 38 4
68 69 20 40
68 82 8 41
68 83 48 6
68 84 23 42
69 68 42 22
69 70 10 10
69 83 18 42
69 84 18 21
69 85 37 36
70 69 2 46
70 71 22 31
70 84 39 36
70 85 26 21
70 86 40 30
71 70 39 2
71 72 7 3
71 85 31 18
71 86 37 21
71 87 34 50
72 71 12 28
72 73 50 50
72 86 24 26
72 87 14 4
72 88 32 44
73 72 30 31
73 74 25 27
73 87 16 41
73 88 39 12
73 89 47 28
74 73 43 8
74 75 16 35
74 88 3 6
74 89 10 24
74 90 30 11
75 74 26 2
75 76 4 20
75 89 37 6
75 90 39 8
75 91 30 30
76 75 17 38
76 90 13 40
76 91 46 15
77 78 6 9
77 92 37 4
77 93 43 36
78 77 17 3
78 79 21 20
78 92 39 22
78 93 43 33
78 94 48 45
79 78 30 45
79 80 31 36
79 93 25 16
79 94 19 19
79 95 6 49
80 79 37 36
80 81 31 21
80 94 15 20
80 95 7 44
80 96 47 28
81 80 7 50
81 82 21 22
81 95 32 37
81 96 37 1
81 97 41 21
82 81 12 42
82 83 45 3
82 96 29 35
82 97 33 20
82 98 29 15
83 82 12 9
83 84 44 36
83 97 35 34
83 98 3 24
83 99 28 46
84 83 26 8
84 85 42 47
84 98 44 3
84 99 35 45
84 100 49 7
85 84 22 40
85 86 5 46
85 99 27 50
85 100 36 32
85 101 26 45
86 85 24 3
86 87 14 31
86 100 25 46
86 101 25 29
86 102 41 6
87 86 11 36
87 88 10 21
87 101 26 47
87 102 22 28
87 103 18 33
88 87 12 34
88 89 5 28
88 102 49 9
88 103 9 39
88 104 6 9
89 88 38 41
89 90 22 44
89 103 37 46
89 104 27 36
89 105 50 15
90 89 3 15
90 91 8 18
90 104 10 20
90 105 36 28
90 106 35 43
91 90 30 42
91 105 29 27
91 106 44 35
92 93 28 3
92 107 22 21
92 108 50 39
93 92 49 34
93 94 37 40
93 107 48 42
93 108 29 8
93 109 23 11
94 93 29 3
94 95 22 9
94 108 39 13
94 109 15 23
94 110 33 9
95 94 13 13
95 96 21 26
95 109 43 19
95 110 34 31
95 111 43 49
96 95 38 11
96 97 43 45
96 110 14 7
96 111 3 1
96 112 5 21
97 96 15 42
97 98 20 32
97 111 16 43
97 112 44 7
97 113 16 47
98 97 22 21
98 99 3 12
98 112 28 4
98 113 25 41
98 114 16 39
99 98 50 7
99 100 39 22
99 113 46 43
99 114 32 30
99 115 14 25
100 99 36 32
100 101 29 46
100 114 27 36
100 115 21 24
100 116 48 11
101 100 5 33
101 102 16 25
101 115 29 33
101 116 28 50
101 117 50 35
102 101 29 1
102 103 11 38
102 116 46 23
102 117 50 26
102 118 8 30
103 102 10 36
103 104 32 35
103 117 46 3
103 118 45 29
103 119 50 4
104 103 5 13
104 105 48 27
104 118 43 47
104 119 43 9
104 120 38 10
105 104 33 34
105 106 16 2
105 119 18 7
105 120 9 38
105 121 19 1
106 105 30 27
106 120 2 45
106 121 43 6
107 108 15 7
107 122 14 18
107 123 32 24
108 107 8 20
108 109 40 16
108 122 9 19
108 123 36 22
108 124 23 26
109 108 22 35
109 110 40 31
109 123 4 27
109 124 1 35
109 125 6 20
110 109 3 5
110 111 5 37
110 124 34 14
110 125 17 16
110 126 22 9
111 110 50 1
111 112 9 50
111 125 6 29
111 126 37 12
111 127 21 41
112 111 37 1
112 113 50 46
112 126 38 26
112 127 46 19
112 128 50 7
113 112 22 43
113 114 11 6
113 127 18 8
113 128 24 44
113 129 47 7
114 113 24 12
114 115 38 50
114 128 27 23
114 129 3 20
114 130 45 10
115 114 35 42
115 116 6 19
115 129 22 29
115 130 46 46
115 131 35 48
116 115 7 48
116 117 2 14
116 130 31 2
116 131 1 32
116 132 48 36
117 116 26 44
117 118 14 40
117 131 37 3
117 132 16 16
117 133 37 18
118 117 6 15
118 119 4 14
118 132 47 6
118 133 10 32
118 134 11 9
119 118 28 41
119 120 20 8
119 133 7 26
119 134 45 6
119 135 7 12
120 119 1 26
120 121 29 37
120 134 10 28
120 135 19 1
120 136 50 28
121 120 32 39
121 135 28 28
121 136 27 26
122 123 21 21
122 137 3 4
122 138 48 39
123 122 25 41
123 124 29 43
123 137 21 38
123 138 4 37
123 139 13 25
124 123 40 45
124 125 39 2
124 138 6 39
124 139 7 16
124 140 44 22
125 124 43 16
125 126 18 32
125 139 24 49
125 140 49 43
125 141 11 37
126 125 49 17
126 127 12 12
126 140 49 6
126 141 28 24
126 142 46 32
127 126 9 38
127 128 46 35
127 141 21 14
127 142 41 14
127 143 6 27
128 127 50 11
128 129 47 1
128 142 40 33
128 143 48 24
128 144 46 5
129 128 1 23
129 130 10 28
129 143 38 35
129 144 26 11
129 145 1 46
130 129 26 49
130 131 34 12
130 144 10 48
130 145 44 26
130 146 36 49
131 130 42 4
131 132 16 11
131 145 6 32
131 146 40 17
131 147 11 39
132 131 12 9
132 133 22 28
132 146 35 46
132 147 18 34
132 148 35 22
133 132 33 32
133 134 19 1
133 147 1 36
133 148 39 37
133 149 36 28
134 133 22 43
134 135 2 9
134 148 9 27
134 149 14 7
134 150 40 30
135 134 20 47
135 136 49 16
135 149 28 26
135 150 8 4
135 151 23 42
136 135 19 24
136 150 10 35
136 151 21 11
137 138 9 3
137 152 4 42
137 153 41 34
138 137 3 2
138 139 31 24
138 152 27 7
138 153 24 42
138 154 43 12
139 138 8 13
139 140 2 44
139 153 8 43
139 154 49 50
139 155 11 22
140 139 31 7
140 141 46 42
140 154 17 33
140 155 30 17
140 156 8 18
141 140 12 18
141 142 26 39
141 155 27 50
141 156 43 20
141 157 33 21
142 141 30 19
142 143 47 44
142 156 34 15
142 157 6 19
142 158 15 22
143 142 49 39
143 144 42 23
143 157 16 16
143 158 27 17
143 159 7 41
144 143 18 33
144 145 36 43
144 158 38 18
144 159 29 32
144 160 9 8
145 144 28 39
145 146 30 20
145 159 48 38
145 160 30 9
145 161 30 33
146 145 17 25
146 147 1 24
146 160 38 14
146 161 11 32
146 162 38 45
147 146 19 47
147 148 45 15
147 161 26 15
147 162 30 41
147 163 13 29
148 147 43 20
148 149 12 34
148 162 13 44
148 163 25 44
148 164 22 47
149 148 16 19
149 150 30 43
149 163 28 2
149 164 40 43
149 165 4 6
150 149 12 1
150 151 10 41
150 164 44 49
150 165 37 6
150 166 4 4
151 150 26 34
151 165 13 50
151 166 45 39
152 153 35 36
152 167 35 20
152 168 29 16
153 152 17 31
153 154 15 42
153 167 15 9
153 168 16 24
153 169 49 24
154 153 12 43
154 155 18 27
154 168 20 6
154 169 7 24
154 170 9 14
155 154 21 5
155 156 34 19
155 169 49 7
155 170 26 36
155 171 46 34
156 155 40 43
156 157 23 46
156 170 24 45
156 171 21 7
156 172 1 47
157 156 1 44
157 158 19 27
157 171 25 3
157 172 44 4
157 173 11 20
158 157 12 50
158 159 3 2
158 172 22 15
158 173 36 27
158 174 27 14
159 158 37 38
159 160 8 45
159 173 12 49
159 174 33 24
159 175 3 40
160 159 47 46
160 161 36 38
160 174 4 45
160 175 28 6
160 176 22 21
161 160 29 30
161 162 29 33
161 175 45 18
161 176 23 38
161 177 5 4
162 161 48 21
162 163 48 31
162 176 19 32
162 177 48 7
162 178 9 13
163 162 7 42
163 164 9 22
163 177 4 7
163 178 48 13
163 179 32 24
164 163 31 41
164 165 9 5
164 178 2 28
164 179 33 40
164 180 13 41
165 164 17 10
165 166 4 48
165 179 18 31
165 180 47 8
165 181 31 47
166 165 42 18
166 180 32 6
166 181 7 10
167 168 29 18
167 182 47 9
167 183 22 40
168 167 10 46
168 169 25 28
168 182 5 2
168 183 6 15
168 184 33 2
169 168 32 10
169 170 18 1
169 183 2 39
169 184 6 24
169 185 26 41
170 169 10 7
170 171 31 28
170 184 9 21
170 185 26 45
170 186 5 11
171 170 32 4
171 172 20 20
171 185 23 27
171 186 41 7
171 187 3 5
172 171 23 28
172 173 35 27
172 186 40 15
172 187 21 34
172 188 44 44
173 172 20 10
173 174 32 2
173 187 31 25
173 188 49 41
173 189 16 4
174 173 23 18
174 175 30 39
174 188 26 48
174 189 14 22
174 190 36 35
175 174 9 14
175 176 38 4
175 189 9 21
175 190 10 23
175 191 35 15
176 175 6 27
176 177 42 8
176 190 9 26
176 191 45 11
176 192 45 36
177 176 23 11
177 178 37 16
177 191 7 50
177 192 37 2
177 193 40 20
178 177 22 11
178 179 6 38
178 192 44 6
178 193 25 38
178 194 49 26
179 178 6 10
179 180 1 2
179 193 3 4
179 194 17 50
179 195 44 37
180 179 2 14
180 181 33 5
180 194 39 10
180 195 36 17
180 196 8 17
181 180 17 23
181 195 22 5
181 196 4 15
182 183 30 42
182 197 31 49
182 198 18 29
183 182 33 15
183 184 37 47
183 197 34 13
183 198 17 15
183 199 4 39
184 183 38 13
184 185 12 38
184 198 40 21
184 199 4 35
184 200 36 11
185 184 24 3
185 186 43 45
185 199 15 36
185 200 40 49
185 201 29 27
186 185 36 28
186 187 40 9
186 200 1 5
186 201 1 4
186 202 18 1
187 186 15 7
187 188 18 9
187 201 37 14
187 202 3 44
187 203 43 15
188 187 9 31
188 189 2 32
188 202 5 38
188 203 5 6
188 204 22 39
189 188 30 2
189 190 1 39
189 203 16 10
189 204 33 18
189 205 20 4
190 189 18 24
190 191 28 12
190 204 42 25
190 205 24 44
190 206 49 36
191 190 17 10
191 192 16 40
191 205 16 20
191 206 37 48
191 207 42 2
192 191 45 18
192 193 44 45
192 206 41 1
192 207 50 16
192 208 48 15
193 192 8 49
193 194 25 45
193 207 6 43
193 208 7 32
193 209 49 33
194 193 39 45
194 195 42 44
194 208 21 33
194 209 48 30
194 210 26 37
195 194 39 27
195 196 45 6
195 209 9 27
195 210 20 36
195 211 11 7
196 195 49 8
196 210 18 23
196 211 22 29
197 198 47 19
197 212 16 26
197 213 5 12
198 197 44 34
198 199 38 32
198 212 25 7
198 213 46 26
198 214 7 32
199 198 29 27
199 200 49 1
199 213 39 29
199 214 45 24
199 215 14 36
200 199 41 23
200 201 3 43
200 214 48 13
200 215 19 6
200 216 15 15
201 200 14 28
201 202 21 24
201 215 20 38
201 216 23 2
201 217 31 18
202 201 41 12
202 203 26 13
202 216 48 31
202 217 49 6
202 218 29 20
203 202 22 17
203 204 14 26
203 217 17 16
203 218 44 15
203 219 3 25
204 203 21 5
204 205 26 18
204 218 23 29
204 219 45 21
204 220 44 10
205 204 16 42
205 206 41 3
205 219 26 35
205 220 10 42
205 221 20 22
206 205 32 13
206 207 39 4
206 220 48 13
206 221 43 17
206 222 49 6
207 206 29 13
207 208 7 45
207 221 5 2
207 222 25 31
207 223 10 15
208 207 49 27
208 209 8 18
208 222 40 11
208 223 45 26
208 224 41 32
209 208 34 7
209 210 41 17
209 223 9 27
209 224 34 26
209 225 18 2
210 209 4 26
210 211 48 16
210 224 29 29
210 225 25 41
210 226 35 8
211 210 16 11
211 225 45 46
211 226 30 11
212 227 36 39
213 227 38 5
214 227 48 21
215 227 10 21
216 227 48 36
217 227 12 44
218 227 12 18
219 227 35 11
220 227 42 26
221 227 18 50
222 227 5 12
223 227 36 16
224 227 39 23
225 227 4 32
226 227 13 28
