102 416 4
73 84 20 2
74 73 20 6
74 75 14 5
74 83 12 3
74 84 19 7
74 85 19 2
75 74 1 5
75 76 16 10
75 84 8 1
75 85 10 1
75 86 6 5
76 75 5 5
76 77 6 10
76 85 8 5
76 86 3 8
76 87 3 3
77 76 11 7
77 78 6 4
77 86 5 3
77 87 14 2
77 88 11 5
78 77 13 6
78 79 5 4
78 87 18 5
78 88 7 4
78 89 13 1
79 78 8 6
79 80 20 4
79 88 17 10
79 89 12 7
79 90 11 10
80 79 4 8
80 81 18 5
80 89 2 5
80 90 1 2
80 91 15 8
81 80 2 5
81 90 20 1
81 91 7 6
82 83 3 6
82 92 18 5
82 93 1 6
83 82 16 2
83 84 13 1
83 92 9 5
83 93 10 2
83 94 8 9
84 83 3 3
84 85 4 1
84 93 6 8
84 94 2 9
84 95 1 10
85 84 7 1
85 86 8 9
85 94 11 10
85 95 9 4
85 96 3 7
86 85 12 4
86 87 6 7
86 95 11 6
86 96 5 2
86 97 5 6
87 86 15 4
87 88 14 10
87 96 11 2
87 97 13 4
87 98 10 3
88 87 15 9
88 89 13 10
88 97 19 10
88 98 6 9
88 99 8 5
89 88 4 9
89 90 17 4
89 98 17 5
89 99 7 9
89 100 13 2
90 89 4 10
90 91 6 2
90 99 11 5
90 100 8 2
90 101 5 5
91 90 5 10
91 100 3 1
91 101 17 7
92 102 17 10
93 102 20 10
94 102 6 1
95 102 15 6
96 102 3 8
97 102 10 10
98 102 16 7
99 102 4 1
100 102 2 5
101 102 12 2
