227 996 7
37 36 5 48
37 38 5 18
37 51 5 44
37 52 2 46
37 53 1 31
38 37 5 27
38 39 2 39
38 52 3 1
38 53 2 2
38 54 2 37
39 38 2 31
39 40 5 12
39 53 1 4
39 54 3 13
39 55 3 48
40 39 2 30
40 41 5 30
40 54 2 45
40 55 5 14
40 56 3 26
41 40 2 27
41 42 1 40
41 55 1 6
41 56 5 2
41 57 2 26
42 41 2 17
42 43 5 22
42 56 4 17
42 57 4 13
42 58 2 44
43 42 4 41
43 44 2 19
43 57 4 26
43 58 2 21
43 59 4 33
44 43 3 25
44 45 3 16
44 58 3 30
44 59 5 8
44 60 5 47
45 44 3 25
45 46 1 13
45 59 1 7
45 60 2 14
45 61 3 44
46 45 2 26
46 60 4 1
46 61 1 38
47 48 1 47
47 62 1 4
47 63 1 6
48 47 4 49
48 49 4 49
48 62 3 6
48 63 3 11
48 64 4 47
49 48 3 18
49 50 2 14
49 63 5 35
49 64 3 45
49 65 4 44
50 49 3 11
50 51 5 49
50 64 1 11
50 65 1 15
50 66 4 42
51 50 4 11
51 52 1 18
51 65 3 47
51 66 2 46
51 67 5 6
52 51 2 2
52 53 1 31
52 66 5 40
52 67 3 15
52 68 5 39
53 52 3 25
53 54 3 49
53 67 3 19
53 68 2 14
53 69 1 6
54 53 4 17
54 55 2 2
54 68 4 25
54 69 4 49
54 70 1 28
55 54 4 22
55 56 3 15
55 69 4 19
55 70 4 48
55 71 3 41
56 55 5 43
56 57 3 48
56 70 2 14
56 71 5 10
56 72 2 3
57 56 2 14
57 58 5 30
57 71 4 4
57 72 2 6
57 73 3 14
58 57 1 38
58 59 1 25
58 72 5 34
58 73 1 16
58 74 5 11
59 58 3 24
59 60 4 11
59 73 2 18
59 74 3 46
59 75 1 10
60 59 4 10
60 61 1 48
60 74 2 28
60 75 5 44
60 76 3 33
61 60 5 44
61 75 5 34
61 76 2 14
62 63 4 47
62 77 2 49
62 78 3 2
63 62 3 36
63 64 5 14
63 77 5 47
63 78 2 44
63 79 3 32
64 63 1 27
64 65 1 46
64 78 3 13
64 79 5 38
64 80 1 40
65 64 4 9
65 66 1 10
65 79 2 16
65 80 2 25
65 81 2 39
66 65 5 7
66 67 5 45
66 80 4 24
66 81 3 40
66 82 3 42
67 66 2 24
67 68 2 43
67 81 1 13
67 82 3 46
67 83 5 19
68 67 3 22
68 69 3 12
68 82 2 2
68 83 3 45
68 84 5 45
69 68 2 13
69 70 1 6
69 83 1 19
69 84 1 19
69 85 1 39
70 69 2 28
70 71 2 2
70 84 4 24
70 85 1 49
70 86 5 20
71 70 1 15
71 72 1 38
71 85 1 36
71 86 1 18
71 87 2 26
72 71 3 31
72 73 2 38
72 86 2 45
72 87 3 22
72 88 4 31
73 72 3 17
73 74 3 34
73 87 3 14
73 88 2 39
73 89 5 46
74 73 1 23
74 75 2 46
74 88 5 39
74 89 3 32
74 90 5 37
75 74 1 11
75 76 1 32
75 89 2 36
75 90 3 21
75 91 4 30
76 75 4 3
76 90 1 44
76 91 5 28
77 78 1 42
77 92 2 8
77 93 5 47
78 77 2 2
78 79 2 15
78 92 4 26
78 93 5 14
78 94 3 42
79 78 1 50
79 80 2 40
79 93 5 38
79 94 1 27
79 95 3 18
80 79 4 37
80 81 3 50
80 94 1 30
80 95 2 50
80 96 3 15
81 80 4 37
81 82 3 19
81 95 5 13
81 96 3 46
81 97 4 10
82 81 1 1
82 83 2 11
82 96 4 14
82 97 3 31
82 98 2 35
83 82 3 23
83 84 1 38
83 97 2 48
83 98 2 18
83 99 4 34
84 83 4 4
84 85 2 45
84 98 5 6
84 99 4 13
84 100 4 16
85 84 5 20
85 86 2 45
85 99 4 19
85 100 2 46
85 101 5 18
86 85 2 45
86 87 3 27
86 100 5 7
86 101 2 10
86 102 4 2
87 86 3 50
87 88 2 10
87 101 1 32
87 102 2 44
87 103 4 8
88 87 4 37
88 89 4 2
88 102 1 45
88 103 4 35
88 104 3 8
89 88 2 44
89 90 2 38
89 103 5 12
89 104 1 42
89 105 3 5
90 89 4 1
90 91 3 42
90 104 2 35
90 105 1 34
90 106 4 47
91 90 5 16
91 105 3 16
91 106 1 21
92 93 3 28
92 107 3 35
92 108 2 38
93 92 4 36
93 94 5 3
93 107 4 24
93 108 4 25
93 109 5 21
94 93 5 7
94 95 2 17
94 108 2 39
94 109 3 11
94 110 5 27
95 94 2 17
95 96 5 40
95 109 2 44
95 110 5 8
95 111 4 10
96 95 3 41
96 97 3 2
96 110 3 37
96 111 4 15
96 112 2 31
97 96 3 14
97 98 4 29
97 111 4 46
97 112 5 30
97 113 5 36
98 97 1 23
98 99 5 47
98 112 2 45
98 113 3 50
98 114 3 3
99 98 1 46
99 100 3 45
99 113 1 26
99 114 4 38
99 115 2 23
100 99 4 15
100 101 5 13
100 114 1 26
100 115 2 30
100 116 2 30
101 100 1 26
101 102 1 49
101 115 4 16
101 116 1 42
101 117 1 47
102 101 2 41
102 103 1 18
102 116 3 18
102 117 3 20
102 118 5 7
103 102 3 43
103 104 1 43
103 117 2 48
103 118 4 44
103 119 2 42
104 103 4 16
104 105 4 17
104 118 2 11
104 119 5 22
104 120 5 31
105 104 5 11
105 106 4 45
105 119 2 41
105 120 1 23
105 121 1 18
106 105 5 35
106 120 2 10
106 121 3 37
107 108 2 49
107 122 2 39
107 123 4 5
108 107 1 35
108 109 5 45
108 122 1 29
108 123 3 4
108 124 4 38
109 108 4 3
109 110 5 12
109 123 3 20
109 124 5 46
109 125 3 27
110 109 5 29
110 111 3 14
110 124 3 16
110 125 1 47
110 126 2 1
111 110 1 31
111 112 1 42
111 125 2 46
111 126 3 35
111 127 4 21
112 111 4 12
112 113 5 28
112 126 1 46
112 127 2 12
112 128 4 3
113 112 4 19
113 114 5 2
113 127 2 23
113 128 3 31
113 129 1 5
114 113 2 36
114 115 3 9
114 128 4 40
114 129 3 7
114 130 4 21
115 114 2 31
115 116 1 7
115 129 2 2
115 130 3 5
115 131 3 39
116 115 2 47
116 117 3 3
116 130 5 47
116 131 5 36
116 132 5 35
117 116 4 10
117 118 2 26
117 131 1 44
117 132 4 27
117 133 4 31
118 117 5 24
118 119 5 22
118 132 3 19
118 133 1 13
118 134 3 4
119 118 4 49
119 120 2 49
119 133 2 6
119 134 2 22
119 135 1 27
120 119 4 7
120 121 4 50
120 134 4 8
120 135 1 29
120 136 4 2
121 120 4 3
121 135 2 1
121 136 1 22
122 123 1 2
122 137 3 41
122 138 2 11
123 122 3 12
123 124 1 49
123 137 1 40
123 138 3 19
123 139 1 36
124 123 3 38
124 125 1 46
124 138 3 9
124 139 5 27
124 140 4 7
125 124 3 26
125 126 2 13
125 139 1 45
125 140 2 43
125 141 5 42
126 125 5 31
126 127 3 50
126 140 1 36
126 141 5 37
126 142 4 16
127 126 2 43
127 128 5 21
127 141 5 42
127 142 3 34
127 143 5 36
128 127 1 12
128 129 3 29
128 142 1 15
128 143 3 3
128 144 1 23
129 128 1 28
129 130 3 36
129 143 3 19
129 144 5 48
129 145 2 1
130 129 3 29
130 131 5 41
130 144 1 47
130 145 4 24
130 146 3 48
131 130 1 28
131 132 3 36
131 145 3 47
131 146 5 42
131 147 3 8
132 131 1 37
132 133 5 8
132 146 2 4
132 147 1 37
132 148 3 34
133 132 2 28
133 134 4 20
133 147 1 37
133 148 4 11
133 149 3 25
134 133 2 5
134 135 5 39
134 148 5 50
134 149 4 3
134 150 1 31
135 134 1 47
135 136 4 28
135 149 4 41
135 150 5 12
135 151 4 16
136 135 4 17
136 150 5 24
136 151 1 3
137 138 2 10
137 152 4 26
137 153 4 15
138 137 2 24
138 139 4 18
138 152 3 21
138 153 1 31
138 154 5 19
139 138 1 36
139 140 3 19
139 153 2 2
139 154 2 10
139 155 3 11
140 139 3 19
140 141 4 40
140 154 5 32
140 155 1 48
140 156 3 25
141 140 2 8
141 142 4 49
141 155 5 34
141 156 5 10
141 157 1 40
142 141 5 30
142 143 2 46
142 156 3 7
142 157 3 46
142 158 3 28
143 142 4 5
143 144 2 15
143 157 4 45
143 158 4 49
143 159 4 35
144 143 2 15
144 145 3 6
144 158 4 38
144 159 4 17
144 160 5 34
145 144 5 47
145 146 1 30
145 159 2 39
145 160 5 32
145 161 2 50
146 145 5 36
146 147 1 16
146 160 4 16
146 161 5 26
146 162 3 27
147 146 1 32
147 148 3 38
147 161 1 31
147 162 1 49
147 163 2 25
148 147 5 7
148 149 5 39
148 162 3 24
148 163 3 16
148 164 3 40
149 148 2 23
149 150 5 44
149 163 1 49
149 164 2 9
149 165 5 1
150 149 4 27
150 151 2 17
150 164 1 26
150 165 3 3
150 166 2 39
151 150 5 7
151 165 3 30
151 166 4 13
152 153 4 5
152 167 5 43
152 168 2 41
153 152 1 48
153 154 3 27
153 167 4 49
153 168 5 9
153 169 4 28
154 153 4 32
154 155 5 17
154 168 5 42
154 169 1 35
154 170 5 31
155 154 2 9
155 156 1 19
155 169 4 49
155 170 4 21
155 171 3 36
156 155 5 39
156 157 3 48
156 170 3 31
156 171 1 26
156 172 4 26
157 156 1 1
157 158 1 14
157 171 3 17
157 172 1 22
157 173 3 19
158 157 5 17
158 159 2 37
158 172 2 12
158 173 5 45
158 174 1 21
159 158 3 43
159 160 3 7
159 173 1 40
159 174 2 39
159 175 2 37
160 159 1 9
160 161 1 38
160 174 1 48
160 175 3 21
160 176 2 19
161 160 2 32
161 162 1 4
161 175 4 39
161 176 1 20
161 177 4 4
162 161 3 8
162 163 5 36
162 176 3 47
162 177 5 20
162 178 4 28
163 162 1 17
163 164 2 50
163 177 4 45
163 178 2 40
163 179 2 10
164 163 4 50
164 165 2 50
164 178 5 19
164 179 5 18
164 180 5 24
165 164 3 6
165 166 2 15
165 179 1 31
165 180 1 7
165 181 5 48
166 165 1 23
166 180 5 46
166 181 5 35
167 168 3 46
167 182 1 11
167 183 4 34
168 167 5 18
168 169 5 29
168 182 4 19
168 183 1 27
168 184 5 27
169 168 1 43
169 170 2 10
169 183 3 50
169 184 3 27
169 185 2 48
170 169 5 5
170 171 2 15
170 184 4 8
170 185 3 42
170 186 5 38
171 170 2 42
171 172 5 41
171 185 3 43
171 186 2 27
171 187 2 1
172 171 5 45
172 173 2 11
172 186 5 10
172 187 1 18
172 188 4 21
173 172 3 44
173 174 3 27
173 187 2 31
173 188 1 49
173 189 5 1
174 173 4 15
174 175 2 19
174 188 4 26
174 189 4 20
174 190 1 3
175 174 4 44
175 176 2 13
175 189 3 2
175 190 2 27
175 191 2 18
176 175 5 9
176 177 5 9
176 190 2 46
176 191 2 19
176 192 2 48
177 176 5 13
177 178 4 11
177 191 4 26
177 192 2 50
177 193 1 20
178 177 1 12
178 179 5 36
178 192 2 45
178 193 5 42
178 194 1 13
179 178 4 26
179 180 2 47
179 193 4 26
179 194 5 47
179 195 5 38
180 179 5 27
180 181 4 22
180 194 4 13
180 195 5 46
180 196 4 31
181 180 3 6
181 195 4 14
181 196 3 39
182 183 3 30
182 197 4 7
182 198 2 24
183 182 1 29
183 184 3 45
183 197 4 35
183 198 2 45
183 199 4 42
184 183 4 24
184 185 4 34
184 198 4 24
184 199 5 34
184 200 2 15
185 184 5 22
185 186 1 46
185 199 4 44
185 200 5 13
185 201 3 27
186 185 2 40
186 187 3 20
186 200 3 34
186 201 5 40
186 202 5 9
187 186 2 4
187 188 4 46
187 201 3 31
187 202 5 36
187 203 4 32
188 187 4 26
188 189 5 25
188 202 2 17
188 203 4 14
188 204 1 15
189 188 4 30
189 190 3 11
189 203 2 29
189 204 1 36
189 205 5 34
190 189 2 7
190 191 2 20
190 204 2 12
190 205 1 8
190 206 5 9
191 190 1 40
191 192 4 15
191 205 5 8
191 206 5 1
191 207 2 9
192 191 5 8
192 193 5 36
192 206 2 45
192 207 4 38
192 208 5 39
193 192 1 18
193 194 1 35
193 207 1 46
193 208 1 50
193 209 2 9
194 193 5 45
194 195 2 14
194 208 2 10
194 209 5 16
194 210 1 23
195 194 1 47
195 196 3 20
195 209 3 12
195 210 2 8
195 211 2 12
196 195 5 17
196 210 5 22
196 211 4 21
197 198 1 10
197 212 3 28
197 213 4 12
198 197 3 48
198 199 1 46
198 212 4 40
198 213 5 14
198 214 2 34
199 198 1 35
199 200 1 12
199 213 2 16
199 214 5 3
199 215 4 2
200 199 5 25
200 201 3 7
200 214 4 17
200 215 1 22
200 216 3 36
201 200 5 28
201 202 3 15
201 215 3 37
201 216 3 44
201 217 4 32
202 201 3 14
202 203 5 6
202 216 3 43
202 217 1 36
202 218 5 47
203 202 3 4
203 204 5 9
203 217 5 41
203 218 5 29
203 219 5 30
204 203 4 9
204 205 2 6
204 218 5 15
204 219 5 11
204 220 4 4
205 204 1 10
205 206 3 21
205 219 3 38
205 220 2 8
205 221 2 21
206 205 1 23
206 207 3 45
206 220 2 37
206 221 4 7
206 222 1 29
207 206 3 16
207 208 5 44
207 221 2 45
207 222 3 7
207 223 5 43
208 207 5 46
208 209 2 7
208 222 5 26
208 223 3 39
208 224 4 3
209 208 5 26
209 210 5 43
209 223 1 38
209 224 3 21
209 225 5 30
210 209 4 15
210 211 5 46
210 224 3 18
210 225 2 10
210 226 1 3
211 210 2 40
211 225 3 3
211 226 2 16
212 227 2 25
213 227 2 25
214 227 1 14
215 227 5 27
216 227 1 32
217 227 5 43
218 227 1 49
219 227 3 10
220 227 4 25
221 227 4 10
222 227 5 11
223 227 2 28
224 227 5 2
225 227 2 40
226 227 1 4
