227 996 7
62 63 3 39
62 77 2 12
62 78 2 34
63 62 1 16
63 64 5 35
63 77 3 20
63 78 2 9
63 79 3 25
64 63 1 41
64 65 5 4
64 78 3 15
64 79 2 39
64 80 5 5
65 64 3 20
65 66 1 21
65 79 3 1
65 80 3 36
65 81 3 38
66 65 2 36
66 67 2 1
66 80 4 48
66 81 1 19
66 82 1 46
67 66 5 7
67 68 4 15
67 81 1 13
67 82 3 41
67 83 2 25
68 67 5 19
68 69 5 15
68 82 4 47
68 83 4 29
68 84 5 22
69 68 2 10
69 70 2 45
69 83 2 13
69 84 1 42
69 85 3 50
70 69 2 3
70 71 5 48
70 84 4 3
70 85 2 21
70 86 5 19
71 70 2 4
71 72 3 28
71 85 3 43
71 86 2 25
71 87 3 41
72 71 1 38
72 73 5 44
72 86 4 29
72 87 1 5
72 88 3 24
73 72 2 16
73 74 1 6
73 87 5 11
73 88 5 32
73 89 3 10
74 73 4 19
74 75 5 27
74 88 3 5
74 89 3 49
74 90 3 8
75 74 4 21
75 76 2 36
75 89 3 21
75 90 3 16
75 91 5 14
76 75 4 49
76 90 5 1
76 91 4 38
77 78 5 16
77 92 4 3
77 93 1 8
78 77 4 46
78 79 3 2
78 92 1 1
78 93 5 26
78 94 5 37
79 78 1 2
79 80 5 3
79 93 3 45
79 94 3 33
79 95 3 32
80 79 2 19
80 81 4 42
80 94 3 3
80 95 2 48
80 96 4 20
81 80 5 18
81 82 2 32
81 95 1 1
81 96 1 37
81 97 1 26
82 81 5 30
82 83 3 12
82 96 3 14
82 97 4 24
82 98 2 48
83 82 3 17
83 84 4 4
83 97 5 7
83 98 2 43
83 99 4 7
84 83 1 49
84 85 3 43
84 98 4 10
84 99 4 21
84 100 3 21
85 84 2 48
85 86 5 22
85 99 1 11
85 100 2 44
85 101 3 11
86 85 2 9
86 87 4 45
86 100 1 15
86 101 5 28
86 102 5 23
87 86 1 24
87 88 3 9
87 101 3 30
87 102 3 45
87 103 5 41
88 87 2 37
88 89 5 5
88 102 3 8
88 103 4 45
88 104 1 15
89 88 5 12
89 90 5 14
89 103 2 14
89 104 2 26
89 105 4 20
90 89 2 35
90 91 3 28
90 104 2 48
90 105 2 4
90 106 4 24
91 90 5 33
91 105 4 3
91 106 5 45
92 93 3 19
92 107 2 28
92 108 4 33
93 92 5 34
93 94 3 33
93 107 1 13
93 108 3 39
93 109 1 22
94 93 2 20
94 95 5 3
94 108 4 49
94 109 3 5
94 110 1 41
95 94 3 42
95 96 1 21
95 109 4 11
95 110 2 29
95 111 4 11
96 95 2 43
96 97 5 8
96 110 3 35
96 111 2 32
96 112 2 7
97 96 2 11
97 98 3 46
97 111 4 5
97 112 3 23
97 113 1 18
98 97 4 5
98 99 4 27
98 112 1 12
98 113 1 41
98 114 3 36
99 98 5 36
99 100 3 2
99 113 5 17
99 114 3 47
99 115 3 2
100 99 5 1
100 101 3 40
100 114 4 27
100 115 2 1
100 116 3 25
101 100 1 18
101 102 5 50
101 115 4 26
101 116 4 28
101 117 3 22
102 101 1 11
102 103 4 44
102 116 3 2
102 117 3 38
102 118 3 34
103 102 3 44
103 104 2 16
103 117 1 25
103 118 2 10
103 119 1 49
104 103 1 50
104 105 3 44
104 118 5 46
104 119 4 4
104 120 3 41
105 104 5 28
105 106 1 2
105 119 3 29
105 120 2 44
105 121 1 21
106 105 3 39
106 120 1 35
106 121 3 11
107 108 1 36
107 122 2 18
107 123 4 47
108 107 1 29
108 109 3 45
108 122 5 34
108 123 4 6
108 124 2 15
109 108 1 10
109 110 1 11
109 123 2 21
109 124 4 5
109 125 1 43
110 109 2 3
110 111 3 18
110 124 1 14
110 125 5 7
110 126 1 42
111 110 4 19
111 112 4 20
111 125 5 10
111 126 2 8
111 127 5 18
112 111 1 44
112 113 5 10
112 126 3 13
112 127 3 24
112 128 3 25
113 112 1 25
113 114 2 35
113 127 1 49
113 128 2 39
113 129 2 9
114 113 5 1
114 115 1 35
114 128 4 35
114 129 3 18
114 130 2 6
115 114 2 32
115 116 2 9
115 129 5 19
115 130 5 14
115 131 2 33
116 115 3 40
116 117 2 40
116 130 5 19
116 131 3 12
116 132 1 19
117 116 5 9
117 118 3 16
117 131 4 23
117 132 4 7
117 133 3 23
118 117 5 31
118 119 5 30
118 132 2 20
118 133 4 40
118 134 3 4
119 118 5 42
119 120 5 30
119 133 4 13
119 134 2 7
119 135 1 17
120 119 3 27
120 121 3 8
120 134 1 39
120 135 5 3
120 136 3 24
121 120 2 35
121 135 3 16
121 136 4 6
122 123 4 1
122 137 1 9
122 138 2 31
123 122 3 46
123 124 1 28
123 137 4 37
123 138 1 47
123 139 2 14
124 123 5 14
124 125 3 31
124 138 5 44
124 139 2 20
124 140 4 28
125 124 3 27
125 126 3 48
125 139 4 9
125 140 1 21
125 141 4 37
126 125 3 14
126 127 4 23
126 140 5 26
126 141 4 44
126 142 1 42
127 126 4 11
127 128 2 2
127 141 3 49
127 142 4 36
127 143 3 27
128 127 1 46
128 129 4 29
128 142 1 46
128 143 4 37
128 144 5 5
129 128 5 24
129 130 5 35
129 143 1 23
129 144 4 41
129 145 3 11
130 129 5 12
130 131 1 26
130 144 4 39
130 145 4 46
130 146 1 12
131 130 1 38
131 132 3 47
131 145 2 19
131 146 4 49
131 147 5 27
132 131 2 41
132 133 3 6
132 146 3 23
132 147 4 12
132 148 2 8
133 132 1 7
133 134 4 21
133 147 2 20
133 148 2 4
133 149 4 21
134 133 3 48
134 135 1 29
134 148 4 50
134 149 1 35
134 150 2 14
135 134 5 9
135 136 3 6
135 149 1 42
135 150 3 47
135 151 2 2
136 135 2 40
136 150 1 37
136 151 1 12
137 138 2 3
137 152 1 19
137 153 1 40
138 137 1 2
138 139 5 11
138 152 2 25
138 153 3 5
138 154 5 21
139 138 3 8
139 140 4 37
139 153 3 24
139 154 3 35
139 155 4 12
140 139 2 11
140 141 4 15
140 154 5 16
140 155 4 41
140 156 5 32
141 140 3 29
141 142 2 19
141 155 2 43
141 156 3 31
141 157 3 10
142 141 5 20
142 143 2 6
142 156 3 27
142 157 1 4
142 158 4 18
143 142 5 9
143 144 5 46
143 157 4 10
143 158 5 31
143 159 1 29
144 143 4 17
144 145 2 18
144 158 1 40
144 159 2 28
144 160 3 36
145 144 3 36
145 146 4 26
145 159 1 15
145 160 1 39
145 161 4 22
146 145 1 27
146 147 1 10
146 160 3 44
146 161 5 38
146 162 2 5
147 146 2 3
147 148 1 5
147 161 5 19
147 162 2 29
147 163 2 34
148 147 2 24
148 149 1 49
148 162 5 6
148 163 2 5
148 164 5 3
149 148 4 14
149 150 1 13
149 163 4 42
149 164 2 17
149 165 5 36
150 149 4 44
150 151 4 31
150 164 2 23
150 165 4 29
150 166 2 19
151 150 2 36
151 165 4 2
151 166 4 11
152 153 2 10
152 167 2 15
152 168 1 36
153 152 1 45
153 154 1 30
153 167 5 10
153 168 1 26
153 169 4 13
154 153 3 9
154 155 3 4
154 168 3 13
154 169 5 22
154 170 3 44
155 154 1 9
155 156 5 27
155 169 1 32
155 170 2 25
155 171 5 5
156 155 1 39
156 157 1 7
156 170 2 44
156 171 1 45
156 172 3 46
157 156 3 13
157 158 1 18
157 171 5 44
157 172 5 26
157 173 1 22
158 157 5 24
158 159 2 33
158 172 2 30
158 173 2 48
158 174 1 27
159 158 1 37
159 160 4 27
159 173 2 2
159 174 5 20
159 175 2 3
160 159 3 31
160 161 1 17
160 174 1 12
160 175 2 45
160 176 2 6
161 160 4 30
161 162 5 6
161 175 4 2
161 176 2 41
161 177 1 11
162 161 2 8
162 163 4 38
162 176 1 13
162 177 4 27
162 178 5 18
163 162 3 23
163 164 3 43
163 177 4 45
163 178 3 4
163 179 2 41
164 163 2 37
164 165 2 6
164 178 3 35
164 179 1 49
164 180 2 48
165 164 3 17
165 166 5 15
165 179 1 45
165 180 5 35
165 181 4 46
166 165 3 7
166 180 2 16
166 181 2 34
167 168 3 20
167 182 3 10
167 183 2 8
168 167 1 18
168 169 5 49
168 182 1 20
168 183 4 35
168 184 2 5
169 168 5 1
169 170 1 17
169 183 5 5
169 184 5 9
169 185 5 28
170 169 3 22
170 171 3 24
170 184 2 26
170 185 4 22
170 186 1 27
171 170 2 28
171 172 3 24
171 185 2 40
171 186 4 16
171 187 1 7
172 171 3 6
172 173 5 9
172 186 4 12
172 187 4 46
172 188 1 40
173 172 4 31
173 174 4 2
173 187 2 50
173 188 3 6
173 189 5 28
174 173 1 7
174 175 1 44
174 188 4 16
174 189 2 20
174 190 2 26
175 174 3 4
175 176 2 13
175 189 2 30
175 190 1 30
175 191 1 49
176 175 1 7
176 177 5 11
176 190 1 18
176 191 3 22
176 192 1 34
177 176 2 45
177 178 5 48
177 191 5 18
177 192 4 39
177 193 4 30
178 177 1 18
178 179 5 37
178 192 4 28
178 193 3 50
178 194 5 35
179 178 4 13
179 180 4 50
179 193 1 20
179 194 1 42
179 195 1 30
180 179 1 50
180 181 5 45
180 194 2 31
180 195 2 12
180 196 2 37
181 180 3 34
181 195 2 10
181 196 2 6
182 183 2 47
182 197 2 38
182 198 1 30
183 182 5 30
183 184 4 9
183 197 4 30
183 198 4 28
183 199 2 14
184 183 3 39
184 185 2 39
184 198 5 7
184 199 2 10
184 200 2 41
185 184 5 32
185 186 3 38
185 199 4 47
185 200 4 32
185 201 1 23
186 185 2 37
186 187 4 38
186 200 5 5
186 201 1 16
186 202 1 4
187 186 5 45
187 188 3 24
187 201 2 37
187 202 1 50
187 203 4 34
188 187 5 4
188 189 4 32
188 202 5 5
188 203 2 40
188 204 5 15
189 188 3 40
189 190 4 26
189 203 5 43
189 204 2 36
189 205 1 34
190 189 5 1
190 191 1 8
190 204 1 2
190 205 1 43
190 206 2 34
191 190 4 13
191 192 2 35
191 205 4 33
191 206 5 7
191 207 5 14
192 191 3 35
192 193 1 23
192 206 1 48
192 207 3 15
192 208 4 11
193 192 3 15
193 194 2 26
193 207 1 22
193 208 1 21
193 209 4 4
194 193 4 1
194 195 4 34
194 208 5 34
194 209 4 24
194 210 2 13
195 194 3 5
195 196 5 25
195 209 5 24
195 210 3 9
195 211 1 27
196 195 5 27
196 210 1 45
196 211 1 49
197 198 5 31
197 212 2 17
197 213 4 15
198 197 5 45
198 199 3 33
198 212 5 20
198 213 2 4
198 214 1 3
199 198 4 34
199 200 5 8
199 213 2 14
199 214 3 25
199 215 2 3
200 199 4 1
200 201 3 33
200 214 3 8
200 215 5 36
200 216 5 13
201 200 3 49
201 202 4 9
201 215 4 27
201 216 2 28
201 217 5 31
202 201 1 11
202 203 5 39
202 216 4 4
202 217 3 38
202 218 4 7
203 202 3 13
203 204 3 38
203 217 2 38
203 218 2 29
203 219 2 33
204 203 4 18
204 205 2 14
204 218 1 1
204 219 3 31
204 220 3 31
205 204 2 30
205 206 4 50
205 219 5 29
205 220 2 43
205 221 3 5
206 205 5 5
206 207 2 33
206 220 5 38
206 221 1 40
206 222 3 44
207 206 5 19
207 208 3 34
207 221 2 15
207 222 1 47
207 223 4 33
208 207 1 45
208 209 3 23
208 222 1 12
208 223 2 47
208 224 2 48
209 208 4 6
209 210 2 28
209 223 1 36
209 224 4 21
209 225 3 46
210 209 1 37
210 211 1 11
210 224 5 39
210 225 3 17
210 226 1 34
211 210 4 21
211 225 4 4
211 226 2 47
212 227 1 20
213 227 2 19
214 227 1 46
215 227 1 43
216 227 5 6
217 227 2 6
218 227 2 22
219 227 1 9
220 227 4 34
221 227 5 30
222 227 4 17
223 227 5 27
224 227 4 18
225 227 2 46
226 227 4 11
