102 416 5
37 48 24 29
38 37 5 18
38 39 7 20
38 47 40 1
38 48 4 29
38 49 12 41
39 38 41 9
39 40 47 19
39 48 31 21
39 49 8 45
39 50 1 17
40 39 34 35
40 41 6 35
40 49 23 13
40 50 8 2
40 51 20 37
41 40 50 49
41 50 30 43
41 51 48 5
42 43 15 40
42 52 50 32
42 53 36 43
43 42 13 39
43 44 36 25
43 52 49 6
43 53 16 2
43 54 14 21
44 43 23 10
44 45 8 39
44 53 47 29
44 54 42 48
44 55 17 41
45 44 45 3
45 46 38 30
45 54 48 37
45 55 3 35
45 56 39 37
46 45 44 12
46 47 49 3
46 55 7 26
46 56 37 24
46 57 9 21
47 46 7 23
47 48 13 14
47 56 49 20
47 57 12 35
47 58 24 43
48 47 6 3
48 49 2 32
48 57 32 13
48 58 2 37
48 59 50 8
49 48 43 27
49 50 2 8
49 58 39 6
49 59 2 50
49 60 43 42
50 49 27 36
50 51 47 31
50 59 8 20
50 60 43 41
50 61 41 9
51 50 18 1
51 60 23 20
51 61 18 25
52 53 18 14
52 62 39 31
52 63 39 40
53 52 31 32
53 54 50 11
53 62 40 2
53 63 16 45
53 64 39 4
54 53 49 15
54 55 20 11
54 63 26 35
54 64 32 28
54 65 26 8
55 54 28 49
55 56 17 35
55 64 10 21
55 65 11 7
55 66 23 37
56 55 7 46
56 57 35 20
56 65 46 34
56 66 46 36
56 67 45 13
57 56 3 18
57 58 44 14
57 66 32 19
57 67 50 44
57 68 7 24
58 57 47 42
58 59 5 32
58 67 34 4
58 68 47 46
58 69 41 40
59 58 50 37
59 60 4 3
59 68 47 44
59 69 50 15
59 70 3 9
60 59 4 49
60 61 33 37
60 69 42 24
60 70 27 48
60 71 24 16
61 60 23 33
61 70 9 41
61 71 16 41
62 63 10 28
62 72 27 16
62 73 33 37
63 62 13 48
63 64 13 41
63 72 2 48
63 73 32 18
63 74 27 33
64 63 49 49
64 65 38 1
64 73 23 49
64 74 26 24
64 75 44 6
65 64 22 43
65 66 23 40
65 74 41 15
65 75 28 47
65 76 43 35
66 65 4 9
66 67 23 34
66 75 17 48
66 76 18 35
66 77 28 15
67 66 28 9
67 68 42 2
67 76 2 46
67 77 42 33
67 78 22 11
68 67 28 36
68 69 37 21
68 77 19 9
68 78 7 9
68 79 46 42
69 68 12 7
69 70 9 10
69 78 44 44
69 79 43 15
69 80 47 2
70 69 8 11
70 71 15 27
70 79 48 49
70 80 42 4
70 81 47 5
71 70 33 2
71 80 1 37
71 81 14 27
72 73 1 17
72 82 23 30
72 83 10 46
73 72 3 46
73 74 37 33
73 82 20 32
73 83 37 47
73 84 15 15
74 73 14 29
74 75 14 46
74 83 30 30
74 84 48 26
74 85 1 3
75 74 30 40
75 76 5 21
75 84 6 38
75 85 43 35
75 86 43 3
76 75 48 38
76 77 23 37
76 85 31 18
76 86 12 16
76 87 31 26
77 76 29 10
77 78 11 47
77 86 23 36
77 87 21 12
77 88 23 33
78 77 38 9
78 79 34 1
78 87 28 33
78 88 39 20
78 89 37 1
79 78 28 10
79 80 41 48
79 88 15 12
79 89 22 42
79 90 32 30
80 79 12 2
80 81 28 43
80 89 14 36
80 90 33 25
80 91 2 9
81 80 27 22
81 90 18 3
81 91 2 34
82 83 35 7
82 92 26 37
82 93 42 42
83 82 26 48
83 84 44 25
83 92 26 43
83 93 28 26
83 94 24 48
84 83 34 48
84 85 34 46
84 93 17 9
84 94 26 40
84 95 2 46
85 84 46 8
85 86 34 40
85 94 32 5
85 95 29 14
85 96 30 43
86 85 26 12
86 87 23 7
86 95 17 20
86 96 13 29
86 97 38 23
87 86 48 42
87 88 3 29
87 96 41 25
87 97 22 28
87 98 10 3
88 87 5 9
88 89 36 10
88 97 45 29
88 98 31 4
88 99 6 19
89 88 19 4
89 90 5 7
89 98 20 8
89 99 43 45
89 100 15 24
90 89 47 45
90 91 1 16
90 99 43 37
90 100 17 36
90 101 33 8
91 90 2 2
91 100 5 32
91 101 16 47
92 102 39 6
93 102 45 26
94 102 34 8
95 102 28 16
96 102 12 33
97 102 42 10
98 102 9 6
99 102 14 35
100 102 49 10
101 102 20 11
