102 416 4
26 35 4823 4274
26 36 3798 2243
26 37 3209 4319
27 26 4297 834
27 28 1221 4234
27 36 837 3997
27 37 328 1246
27 38 3431 4259
28 27 4193 2445
28 29 4806 3724
28 37 268 1935
28 38 4722 3055
28 39 5369 4560
29 28 1669 3548
29 30 5111 2424
29 38 2931 590
29 39 2351 3834
29 40 4625 4454
30 29 684 5305
30 31 2737 1664
30 39 2428 3045
30 40 90 2695
30 41 38 594
31 30 2616 4916
31 40 4357 1915
31 41 2157 3176
32 33 24 5143
32 42 2238 4965
32 43 552 35
33 32 5160 1131
33 34 77 1129
33 42 1450 2364
33 43 5286 2368
33 44 4635 3750
34 33 1888 962
34 35 5022 1971
34 43 1469 1777
34 44 3109 1426
34 45 1639 2925
35 34 1090 3718
35 36 990 3006
35 44 269 2397
35 45 2676 4910
35 46 3810 3508
36 35 3173 3194
36 37 2331 5315
36 45 1778 5285
36 46 4421 4633
36 47 639 4783
37 36 1257 4814
37 38 5355 422
37 46 5138 4337
37 47 1427 302
37 48 2450 4810
38 37 655 4401
38 39 3592 2223
38 47 4987 557
38 48 3765 5183
38 49 1055 3524
39 38 733 1048
39 40 1003 4666
39 48 1749 1570
39 49 4956 1154
39 50 2072 1074
40 39 3337 1551
40 41 147 2405
40 49 1698 4702
40 50 94 3367
40 51 430 364
41 40 2344 4937
41 50 388 4767
41 51 825 5197
42 43 4372 5082
42 52 4459 3425
42 53 2208 4202
43 42 3533 4011
43 44 2664 3542
43 52 1098 1861
43 53 2835 3971
43 54 4961 1205
44 43 1026 731
44 45 2594 2185
44 53 2540 2058
44 54 1409 716
44 55 1177 113
45 44 2734 3462
45 46 313 3925
45 54 1049 2394
45 55 1954 1320
45 56 2857 1360
46 45 4920 553
46 47 3089 3953
46 55 60 2900
46 56 1927 4265
46 57 4679 3521
47 46 3682 4129
47 48 2597 105
47 56 1924 4352
47 57 3683 1032
47 58 4661 5089
48 47 1141 3764
48 49 3638 242
48 57 5006 4297
48 58 2965 5029
48 59 853 2080
49 48 2149 4018
49 50 5270 1139
49 58 910 1860
49 59 5116 4094
49 60 4897 901
50 49 1638 2321
50 51 1164 4475
50 59 5044 3544
50 60 4996 4371
50 61 4566 3432
51 50 5328 3294
51 60 4233 3910
51 61 5357 3752
52 53 5265 229
52 62 516 207
52 63 5316 2033
53 52 4119 198
53 54 22 1465
53 62 3639 5190
53 63 3835 4746
53 64 3013 670
54 53 3927 5205
54 55 1195 598
54 63 1877 1267
54 64 619 2076
54 65 1139 1361
55 54 2475 2881
55 56 2874 3438
55 64 4621 5312
55 65 2507 2569
55 66 2608 1268
56 55 2287 1038
56 57 3289 4785
56 65 1578 5392
56 66 4416 2362
56 67 2576 589
57 56 2637 1476
57 58 4967 2656
57 66 5004 452
57 67 766 4835
57 68 322 550
58 57 3345 5089
58 59 869 1416
58 67 3737 2304
58 68 4745 2047
58 69 4898 3977
59 58 2725 5178
59 60 2421 3442
59 68 4162 1439
59 69 4330 2280
59 70 2028 1868
60 59 149 735
60 61 5072 1947
60 69 5310 2452
60 70 2333 2349
60 71 3273 4633
61 60 749 39
61 70 183 1496
61 71 417 1745
62 63 3579 3847
62 72 3514 2668
62 73 4922 3319
63 62 1314 3706
63 64 1494 2579
63 72 1211 1022
63 73 3583 939
63 74 2723 982
64 63 3025 2499
64 65 2408 4578
64 73 4323 3604
64 74 1871 1306
64 75 3404 5009
65 64 3538 2733
65 66 4125 4904
65 74 1883 55
65 75 855 2468
65 76 2270 2151
66 65 3281 5131
66 67 4254 3628
66 75 2056 2336
66 76 3104 4038
66 77 4105 4301
67 66 1554 3106
67 68 1320 1765
67 76 2210 2676
67 77 2404 1148
67 78 5049 2092
68 67 3361 2267
68 69 4349 5093
68 77 1393 2548
68 78 4079 4755
68 79 908 4861
69 68 2038 5357
69 70 5113 5030
69 78 4500 1860
69 79 4851 5297
69 80 1761 2038
70 69 3068 4214
70 71 5239 4109
70 79 3459 114
70 80 3847 2194
70 81 559 3501
71 70 662 5219
71 80 3517 2297
71 81 2617 3420
72 73 3772 2141
72 82 200 5193
72 83 753 3160
73 72 2687 1292
73 74 1391 947
73 82 3483 2432
73 83 4690 4110
73 84 2910 3042
74 73 3736 4215
74 75 1751 1993
74 83 3392 190
74 84 2651 4603
74 85 1039 4524
75 74 2984 292
75 76 699 455
75 84 2551 3211
75 85 253 1754
75 86 1466 1166
76 75 2710 403
76 77 3477 1403
76 85 862 4111
76 86 4800 737
76 87 4440 5354
77 76 2514 4442
77 78 708 1368
77 86 2596 2028
77 87 2367 759
77 88 1060 1226
78 77 3941 2573
78 79 3427 2647
78 87 345 3105
78 88 5109 330
78 89 2203 3673
79 78 1812 4655
79 80 1262 2135
79 88 2809 4569
79 89 4149 4953
79 90 4199 3202
80 79 2061 3743
80 81 4703 5023
80 89 3001 3189
80 90 5255 1575
80 91 2807 2045
81 80 778 4041
81 90 5234 2824
81 91 2951 2589
82 83 3641 5303
82 92 788 2179
82 93 3393 5132
83 82 1216 2239
83 84 2861 4533
83 92 4653 5248
83 93 5382 1848
83 94 3306 4541
84 83 4283 1705
84 85 3500 801
84 93 5208 3865
84 94 4659 1019
84 95 4834 2610
85 84 975 4263
85 86 2501 869
85 94 4782 5000
85 95 542 3610
85 96 286 5054
86 85 1962 3214
86 87 2335 4354
86 95 1376 2903
86 96 5348 4071
86 97 263 2421
87 86 2519 4774
87 88 4823 3513
87 96 2475 4032
87 97 2751 2246
87 98 2805 124
88 87 4117 785
88 89 5055 2070
88 97 2762 4861
88 98 5339 1476
88 99 4945 3946
89 88 862 3717
89 90 547 2337
89 98 4880 469
89 99 4661 3632
89 100 1008 656
90 89 4320 4198
90 91 260 3687
90 99 1716 1058
90 100 5184 2091
90 101 1248 1883
91 90 2569 4130
91 100 2797 2495
91 101 4047 1965
92 102 200 619
93 102 1851 17
94 102 4054 664
95 102 400 2172
96 102 2080 2691
97 102 4264 2772
98 102 3530 5335
99 102 3877 640
100 102 4896 778
101 102 3928 3042
